28 : [45, 390, 114, 111, 47, 25, 28, 329, 29, 394]
28 : [28, 25, 390, 27, 26, 45, 52, 114, 65, 53]
29 : [29, 390, 27, 26, 397, 395, 1, 5, 28, 6]
29 : [29, 397, 5, 395, 115, 126, 389, 390, 149, 114]
29 : [29, 115, 108, 107, 991, 110, 125, 114, 111, 79]
30 : [30, 32, 31, 26, 35, 36, 27, 390, 58, 28]
30 : [337, 131, 136, 975, 360, 137, 133, 58, 97, 20]
30 : [30, 32, 31, 28, 49, 50, 34, 390, 27, 36]
31 : [31, 32, 40, 30, 46, 38, 47, 26, 27, 25]
31 : [32, 30, 31, 26, 27, 40, 28, 42, 38, 43]
31 : [31, 32, 30, 28, 27, 26, 25, 46, 44, 40]
32 : [114, 111, 27, 26, 390, 35, 42, 29, 103, 32]
32 : [32, 26, 31, 114, 30, 27, 42, 28, 38, 40]
32 : [32, 30, 29, 327, 27, 114, 26, 31, 28, 115]
32 : [32, 25, 26, 28, 31, 27, 30, 304, 114, 110]
33 : [33, 34, 36, 35, 6, 37, 116, 394, 147, 62]
33 : [33, 34, 36, 35, 37, 149, 103, 29, 394, 390]
33 : [33, 34, 35, 36, 149, 6, 49, 103, 390, 394]
34 : [34, 36, 35, 33, 6, 103, 147, 390, 37, 149]
34 : [34, 33, 147, 48, 36, 4, 149, 2, 327, 6]
34 : [34, 978, 977, 460, 33, 718, 913, 445, 975, 408]
35 : [35, 36, 37, 34, 306, 33, 305, 997, 114, 103]
35 : [35, 36, 37, 33, 34, 56, 30, 58, 997, 337]
35 : [35, 37, 36, 34, 33, 997, 306, 305, 114, 994]
36 : [37, 35, 36, 33, 34, 390, 30, 114, 56, 27]
36 : [37, 34, 35, 36, 904, 33, 664, 994, 452, 997]
36 : [35, 36, 37, 45, 103, 997, 305, 27, 30, 34]
37 : [37, 36, 33, 35, 34, 62, 30, 42, 114, 48]
37 : [37, 36, 35, 33, 34, 363, 305, 125, 114, 988]
37 : [37, 35, 36, 33, 34, 363, 113, 305, 997, 112]
38 : [38, 28, 27, 26, 111, 25, 42, 66, 45, 114]
38 : [38, 43, 42, 66, 41, 46, 26, 27, 40, 47]
38 : [43, 41, 66, 46, 48, 44, 42, 47, 38, 27]
39 : [46, 39, 47, 43, 44, 41, 25, 28, 66, 40]
39 : [39, 47, 31, 32, 44, 43, 42, 40, 114, 49]
39 : [39, 48, 43, 47, 41, 42, 46, 44, 45, 51]
40 : [40, 46, 41, 31, 44, 59, 42, 26, 27, 47]
40 : [40, 46, 32, 55, 59, 26, 38, 27, 41, 47]
40 : [46, 40, 39, 47, 27, 26, 43, 44, 32, 64]
40 : [40, 46, 42, 26, 41, 27, 38, 43, 44, 47]
41 : [41, 46, 42, 40, 47, 44, 38, 27, 26, 32]
41 : [59, 57, 58, 44, 43, 32, 304, 27, 31, 47]
41 : [41, 38, 46, 44, 26, 27, 40, 28, 47, 32]
42 : [41, 42, 43, 46, 40, 44, 47, 27, 38, 39]
42 : [28, 43, 27, 44, 42, 25, 38, 40, 46, 41]
42 : [43, 41, 44, 42, 46, 38, 27, 40, 66, 47]
43 : [42, 43, 47, 41, 46, 40, 39, 44, 48, 27]
43 : [43, 316, 318, 950, 66, 157, 45, 116, 5, 304]
43 : [43, 42, 39, 41, 44, 47, 27, 46, 48, 40]
44 : [61, 52, 63, 54, 58, 53, 60, 68, 67, 59]
44 : [44, 41, 46, 43, 68, 62, 42, 39, 66, 54]
44 : [52, 68, 60, 63, 57, 44, 54, 53, 59, 61]
45 : [45, 41, 56, 42, 44, 25, 27, 28, 62, 63]
45 : [45, 102, 42, 50, 60, 27, 56, 987, 994, 658]
45 : [45, 38, 27, 44, 42, 66, 28, 41, 25, 26]
46 : [40, 46, 47, 26, 42, 64, 27, 44, 114, 59]
46 : [46, 40, 489, 39, 47, 55, 42, 64, 912, 31]
46 : [44, 46, 42, 41, 60, 43, 53, 27, 55, 59]
47 : [47, 95, 64, 40, 92, 63, 62, 42, 91, 952]
47 : [47, 43, 48, 42, 41, 45, 40, 38, 27, 66]
47 : [47, 40, 46, 42, 43, 39, 38, 41, 44, 66]
48 : [48, 43, 47, 39, 49, 363, 42, 51, 66, 50]
48 : [48, 43, 42, 47, 39, 66, 46, 62, 147, 61]
48 : [48, 62, 43, 39, 42, 41, 45, 61, 60, 44]
48 : [48, 39, 42, 41, 50, 43, 49, 103, 62, 46]
49 : [30, 103, 50, 35, 36, 137, 337, 97, 48, 133]
49 : [142, 133, 137, 141, 98, 49, 134, 136, 143, 360]
49 : [58, 50, 103, 49, 27, 26, 136, 44, 142, 147]
50 : [50, 49, 44, 58, 48, 103, 394, 337, 147, 27]
50 : [50, 49, 44, 48, 394, 62, 103, 63, 344, 45]
50 : [50, 49, 58, 394, 103, 344, 36, 147, 390, 30]
51 : [51, 69, 117, 306, 122, 48, 363, 45, 71, 766]
51 : [51, 649, 863, 724, 643, 727, 913, 708, 501, 745]
51 : [51, 649, 607, 684, 863, 865, 516, 727, 69, 48]
52 : [53, 58, 56, 54, 60, 52, 390, 57, 114, 25]
52 : [58, 52, 53, 54, 60, 59, 61, 63, 65, 390]
52 : [53, 58, 59, 52, 65, 54, 57, 60, 390, 56]
53 : [52, 57, 54, 65, 59, 60, 56, 53, 45, 55]
53 : [65, 53, 52, 58, 395, 59, 390, 56, 63, 57]
53 : [57, 60, 52, 54, 59, 53, 58, 56, 600, 65]
0 : [394, 390, 4, 65, 389, 6, 149, 395, 3, 147]
0 : [391, 394, 389, 0, 758, 452, 395, 801, 501, 983]
0 : [0, 975, 394, 391, 472, 30, 408, 456, 871, 576]
0 : [0, 395, 394, 1, 389, 392, 758, 391, 975, 456]
1 : [1, 899, 438, 712, 971, 725, 719, 925, 883, 773]
1 : [1, 0, 395, 392, 393, 389, 390, 29, 26, 124]
1 : [1, 389, 395, 392, 391, 0, 397, 801, 977, 390]
2 : [4, 3, 149, 2, 51, 147, 344, 394, 643, 684]
2 : [2, 3, 4, 149, 394, 147, 51, 148, 34, 452]
2 : [2, 3, 4, 389, 149, 394, 395, 391, 6, 147]
3 : [3, 4, 2, 394, 147, 6, 149, 148, 977, 395]
3 : [4, 3, 2, 149, 394, 6, 395, 389, 65, 390]
3 : [3, 2, 4, 394, 147, 6, 148, 149, 977, 389]
4 : [389, 394, 391, 149, 2, 3, 147, 977, 395, 6]
4 : [4, 2, 3, 389, 394, 150, 149, 395, 391, 6]
4 : [110, 29, 115, 390, 27, 327, 111, 116, 26, 5]
5 : [6, 394, 5, 977, 390, 149, 150, 103, 4, 147]
5 : [5, 6, 394, 116, 392, 395, 397, 115, 110, 117]
5 : [5, 973, 109, 115, 329, 6, 991, 110, 327, 108]
6 : [6, 5, 107, 390, 65, 395, 389, 149, 394, 110]
6 : [3, 6, 2, 4, 801, 693, 445, 977, 149, 433]
6 : [5, 6, 115, 110, 329, 116, 327, 107, 801, 109]
7 : [8, 7, 80, 91, 137, 9, 134, 93, 138, 133]
7 : [242, 7, 63, 274, 8, 376, 371, 91, 103, 369]
7 : [502, 8, 630, 514, 7, 638, 86, 774, 806, 16]
8 : [8, 7, 80, 996, 86, 904, 599, 9, 766, 556]
8 : [8, 7, 86, 82, 91, 85, 80, 83, 81, 138]
8 : [8, 7, 86, 85, 80, 138, 134, 23, 97, 99]
8 : [8, 7, 83, 86, 80, 138, 82, 81, 85, 134]
9 : [9, 138, 134, 135, 133, 8, 23, 128, 93, 127]
9 : [837, 836, 676, 917, 664, 389, 593, 488, 971, 424]
9 : [9, 138, 100, 135, 134, 355, 130, 23, 127, 99]
10 : [448, 18, 749, 572, 493, 542, 883, 17, 556, 16]
10 : [12, 15, 11, 10, 13, 14, 16, 17, 20, 19]
10 : [10, 11, 13, 19, 15, 17, 14, 12, 20, 85]
11 : [11, 14, 92, 325, 86, 16, 951, 950, 816, 946]
11 : [11, 16, 92, 14, 95, 90, 134, 10, 17, 21]
11 : [11, 92, 90, 16, 14, 93, 96, 80, 950, 946]
12 : [12, 14, 13, 16, 15, 17, 20, 10, 11, 91]
12 : [12, 10, 14, 13, 16, 11, 15, 17, 19, 91]
12 : [12, 14, 91, 17, 10, 16, 13, 11, 15, 82]
13 : [13, 14, 12, 15, 16, 10, 17, 20, 11, 19]
13 : [13, 14, 16, 12, 15, 19, 17, 20, 91, 10]
13 : [14, 13, 11, 17, 16, 15, 10, 12, 18, 91]
14 : [14, 11, 16, 448, 13, 12, 17, 95, 10, 18]
14 : [14, 494, 448, 11, 12, 17, 572, 16, 846, 773]
14 : [14, 16, 17, 12, 95, 91, 13, 15, 950, 92]
15 : [15, 16, 95, 91, 17, 18, 12, 14, 92, 85]
15 : [15, 14, 95, 17, 91, 16, 12, 94, 11, 90]
15 : [15, 16, 20, 95, 14, 13, 10, 17, 18, 92]
16 : [16, 95, 91, 17, 13, 92, 18, 15, 94, 11]
16 : [16, 95, 17, 91, 18, 92, 19, 14, 20, 15]
16 : [16, 95, 91, 14, 17, 12, 15, 13, 92, 20]
16 : [91, 95, 16, 18, 17, 14, 93, 92, 15, 90]
17 : [17, 16, 18, 95, 11, 19, 14, 92, 749, 448]
17 : [17, 16, 11, 95, 18, 91, 19, 92, 14, 15]
17 : [17, 18, 448, 11, 16, 95, 91, 19, 14, 572]
18 : [18, 134, 17, 91, 16, 80, 138, 493, 21, 576]
18 : [18, 80, 134, 143, 17, 21, 128, 86, 81, 91]
18 : [18, 17, 91, 16, 15, 21, 95, 80, 134, 14]
19 : [19, 17, 16, 95, 91, 11, 14, 12, 134, 92]
19 : [19, 13, 16, 10, 17, 14, 11, 12, 15, 18]
19 : [19, 17, 16, 94, 92, 11, 95, 13, 91, 14]
20 : [360, 20, 391, 58, 150, 35, 394, 337, 0, 36]
20 : [20, 15, 16, 18, 95, 493, 17, 501, 91, 80]
20 : [20, 542, 952, 950, 224, 600, 616, 136, 16, 501]
21 : [21, 23, 134, 128, 80, 87, 138, 88, 135, 86]
21 : [22, 21, 23, 134, 133, 93, 128, 91, 80, 18]
21 : [21, 23, 22, 134, 128, 138, 88, 83, 80, 24]
22 : [22, 21, 23, 733, 91, 557, 138, 89, 976, 80]
22 : [22, 21, 23, 134, 146, 127, 80, 128, 138, 93]
22 : [22, 23, 21, 93, 134, 89, 128, 91, 138, 127]
23 : [23, 128, 80, 93, 91, 21, 134, 138, 89, 135]
23 : [23, 128, 127, 134, 80, 93, 91, 135, 138, 129]
23 : [23, 22, 21, 128, 134, 127, 144, 138, 135, 99]
24 : [24, 82, 83, 21, 86, 950, 138, 85, 134, 501]
24 : [24, 82, 21, 86, 85, 950, 138, 985, 83, 951]
24 : [24, 21, 83, 82, 85, 86, 138, 985, 950, 92]
24 : [24, 82, 21, 83, 86, 22, 138, 85, 134, 912]
25 : [25, 28, 53, 32, 59, 31, 27, 45, 26, 57]
25 : [25, 28, 38, 45, 27, 32, 26, 44, 31, 42]
25 : [45, 25, 28, 27, 44, 390, 114, 56, 60, 66]
26 : [28, 27, 390, 26, 395, 25, 29, 38, 65, 45]
26 : [25, 45, 28, 56, 38, 60, 62, 52, 390, 32]
26 : [26, 27, 28, 38, 110, 25, 42, 111, 114, 40]
27 : [26, 27, 25, 38, 28, 42, 53, 29, 32, 66]
27 : [27, 26, 60, 38, 42, 40, 28, 46, 59, 53]
27 : [26, 27, 110, 28, 25, 114, 38, 111, 115, 52]
28 : [28, 25, 26, 27, 53, 59, 60, 54, 52, 58]
28 : [45, 390, 114, 111, 47, 25, 28, 329, 29, 394]
28 : [28, 25, 390, 27, 26, 45, 52, 114, 65, 53]
29 : [29, 390, 27, 26, 397, 395, 1, 5, 28, 6]
29 : [29, 397, 5, 395, 115, 126, 389, 390, 149, 114]
29 : [29, 115, 108, 107, 991, 110, 125, 114, 111, 79]
30 : [30, 32, 31, 26, 35, 36, 27, 390, 58, 28]
30 : [337, 131, 136, 975, 360, 137, 133, 58, 97, 20]
30 : [30, 32, 31, 28, 49, 50, 34, 390, 27, 36]
31 : [31, 32, 40, 30, 46, 38, 47, 26, 27, 25]
31 : [32, 30, 31, 26, 27, 40, 28, 42, 38, 43]
31 : [31, 32, 30, 28, 27, 26, 25, 46, 44, 40]
32 : [114, 111, 27, 26, 390, 35, 42, 29, 103, 32]
32 : [32, 26, 31, 114, 30, 27, 42, 28, 38, 40]
32 : [32, 30, 29, 327, 27, 114, 26, 31, 28, 115]
32 : [32, 25, 26, 28, 31, 27, 30, 304, 114, 110]
33 : [33, 34, 36, 35, 6, 37, 116, 394, 147, 62]
33 : [33, 34, 36, 35, 37, 149, 103, 29, 394, 390]
33 : [33, 34, 35, 36, 149, 6, 49, 103, 390, 394]
34 : [34, 36, 35, 33, 6, 103, 147, 390, 37, 149]
34 : [34, 33, 147, 48, 36, 4, 149, 2, 327, 6]
34 : [34, 978, 977, 460, 33, 718, 913, 445, 975, 408]
35 : [35, 36, 37, 34, 306, 33, 305, 997, 114, 103]
35 : [35, 36, 37, 33, 34, 56, 30, 58, 997, 337]
35 : [35, 37, 36, 34, 33, 997, 306, 305, 114, 994]
36 : [37, 35, 36, 33, 34, 390, 30, 114, 56, 27]
36 : [37, 34, 35, 36, 904, 33, 664, 994, 452, 997]
36 : [35, 36, 37, 45, 103, 997, 305, 27, 30, 34]
37 : [37, 36, 33, 35, 34, 62, 30, 42, 114, 48]
37 : [37, 36, 35, 33, 34, 363, 305, 125, 114, 988]
37 : [37, 35, 36, 33, 34, 363, 113, 305, 997, 112]
38 : [38, 28, 27, 26, 111, 25, 42, 66, 45, 114]
38 : [38, 43, 42, 66, 41, 46, 26, 27, 40, 47]
38 : [43, 41, 66, 46, 48, 44, 42, 47, 38, 27]
39 : [46, 39, 47, 43, 44, 41, 25, 28, 66, 40]
39 : [39, 47, 31, 32, 44, 43, 42, 40, 114, 49]
39 : [39, 48, 43, 47, 41, 42, 46, 44, 45, 51]
40 : [40, 46, 41, 31, 44, 59, 42, 26, 27, 47]
40 : [40, 46, 32, 55, 59, 26, 38, 27, 41, 47]
40 : [46, 40, 39, 47, 27, 26, 43, 44, 32, 64]
40 : [40, 46, 42, 26, 41, 27, 38, 43, 44, 47]
41 : [41, 46, 42, 40, 47, 44, 38, 27, 26, 32]
41 : [59, 57, 58, 44, 43, 32, 304, 27, 31, 47]
41 : [41, 38, 46, 44, 26, 27, 40, 28, 47, 32]
42 : [41, 42, 43, 46, 40, 44, 47, 27, 38, 39]
42 : [28, 43, 27, 44, 42, 25, 38, 40, 46, 41]
42 : [43, 41, 44, 42, 46, 38, 27, 40, 66, 47]
43 : [42, 43, 47, 41, 46, 40, 39, 44, 48, 27]
43 : [43, 316, 318, 950, 66, 157, 45, 116, 5, 304]
43 : [43, 42, 39, 41, 44, 47, 27, 46, 48, 40]
44 : [61, 52, 63, 54, 58, 53, 60, 68, 67, 59]
44 : [44, 41, 46, 43, 68, 62, 42, 39, 66, 54]
44 : [52, 68, 60, 63, 57, 44, 54, 53, 59, 61]
45 : [45, 41, 56, 42, 44, 25, 27, 28, 62, 63]
45 : [45, 102, 42, 50, 60, 27, 56, 987, 994, 658]
45 : [45, 38, 27, 44, 42, 66, 28, 41, 25, 26]
46 : [40, 46, 47, 26, 42, 64, 27, 44, 114, 59]
46 : [46, 40, 489, 39, 47, 55, 42, 64, 912, 31]
46 : [44, 46, 42, 41, 60, 43, 53, 27, 55, 59]
47 : [47, 95, 64, 40, 92, 63, 62, 42, 91, 952]
47 : [47, 43, 48, 42, 41, 45, 40, 38, 27, 66]
47 : [47, 40, 46, 42, 43, 39, 38, 41, 44, 66]
48 : [48, 43, 47, 39, 49, 363, 42, 51, 66, 50]
48 : [48, 43, 42, 47, 39, 66, 46, 62, 147, 61]
48 : [48, 62, 43, 39, 42, 41, 45, 61, 60, 44]
48 : [48, 39, 42, 41, 50, 43, 49, 103, 62, 46]
49 : [30, 103, 50, 35, 36, 137, 337, 97, 48, 133]
49 : [142, 133, 137, 141, 98, 49, 134, 136, 143, 360]
49 : [58, 50, 103, 49, 27, 26, 136, 44, 142, 147]
50 : [50, 49, 44, 58, 48, 103, 394, 337, 147, 27]
50 : [50, 49, 44, 48, 394, 62, 103, 63, 344, 45]
50 : [50, 49, 58, 394, 103, 344, 36, 147, 390, 30]
51 : [51, 69, 117, 306, 122, 48, 363, 45, 71, 766]
51 : [51, 649, 863, 724, 643, 727, 913, 708, 501, 745]
51 : [51, 649, 607, 684, 863, 865, 516, 727, 69, 48]
52 : [53, 58, 56, 54, 60, 52, 390, 57, 114, 25]
52 : [58, 52, 53, 54, 60, 59, 61, 63, 65, 390]
52 : [53, 58, 59, 52, 65, 54, 57, 60, 390, 56]
53 : [52, 57, 54, 65, 59, 60, 56, 53, 45, 55]
53 : [65, 53, 52, 58, 395, 59, 390, 56, 63, 57]
53 : [57, 60, 52, 54, 59, 53, 58, 56, 600, 65]
54 : [67, 68, 54, 58, 60, 56, 59, 52, 65, 61]
54 : [54, 57, 68, 52, 58, 67, 59, 60, 63, 53]
54 : [52, 59, 54, 58, 68, 65, 60, 57, 67, 44]
55 : [55, 57, 59, 53, 54, 64, 27, 52, 58, 26]
55 : [55, 64, 60, 59, 54, 58, 46, 52, 53, 68]
55 : [59, 60, 53, 54, 55, 52, 57, 46, 64, 68]
56 : [58, 52, 53, 59, 56, 63, 57, 65, 60, 54]
56 : [56, 65, 59, 52, 58, 54, 53, 57, 60, 61]
56 : [56, 54, 59, 53, 63, 52, 65, 58, 60, 45]
56 : [59, 60, 61, 57, 52, 56, 62, 54, 67, 68]
57 : [57, 59, 52, 54, 68, 58, 60, 53, 65, 55]
57 : [57, 59, 53, 54, 58, 55, 52, 60, 64, 56]
57 : [59, 57, 54, 60, 58, 52, 65, 56, 53, 68]
58 : [58, 62, 65, 68, 59, 63, 61, 57, 60, 64]
58 : [107, 58, 6, 974, 390, 65, 971, 394, 389, 977]
58 : [58, 27, 54, 59, 52, 68, 67, 65, 390, 53]
59 : [55, 64, 57, 59, 60, 54, 52, 62, 58, 53]
59 : [55, 64, 59, 40, 317, 46, 47, 60, 315, 42]
59 : [55, 64, 59, 57, 53, 65, 58, 60, 52, 54]
60 : [61, 62, 65, 63, 60, 59, 54, 43, 52, 452]
60 : [59, 62, 52, 60, 54, 56, 61, 68, 58, 67]
60 : [54, 60, 57, 58, 59, 63, 52, 68, 67, 65]
61 : [62, 61, 65, 58, 68, 60, 54, 56, 64, 52]
61 : [59, 62, 60, 58, 67, 61, 68, 54, 56, 52]
61 : [62, 61, 58, 63, 65, 59, 54, 60, 52, 53]
62 : [68, 67, 62, 59, 54, 60, 52, 58, 56, 61]
62 : [62, 61, 60, 63, 67, 65, 68, 52, 59, 54]
62 : [60, 57, 59, 63, 52, 53, 54, 65, 64, 58]
63 : [60, 58, 53, 62, 54, 56, 52, 59, 63, 61]
63 : [60, 674, 827, 63, 406, 492, 692, 519, 52, 461]
63 : [53, 63, 58, 57, 60, 52, 54, 59, 56, 65]
64 : [64, 55, 59, 46, 40, 57, 53, 60, 54, 52]
64 : [64, 55, 997, 46, 53, 40, 994, 996, 59, 60]
64 : [64, 55, 54, 59, 57, 53, 52, 62, 60, 58]
64 : [59, 58, 54, 57, 64, 60, 62, 52, 68, 63]
65 : [983, 65, 801, 390, 395, 389, 973, 58, 5, 3]
65 : [65, 5, 110, 329, 801, 390, 115, 58, 125, 119]
65 : [65, 58, 56, 52, 57, 59, 54, 53, 60, 63]
66 : [68, 67, 66, 54, 61, 60, 62, 52, 59, 65]
66 : [68, 67, 66, 54, 62, 60, 52, 59, 63, 61]
66 : [66, 38, 44, 60, 32, 45, 27, 28, 43, 68]
67 : [67, 60, 68, 54, 63, 52, 66, 56, 55, 62]
67 : [68, 67, 60, 61, 63, 54, 56, 62, 57, 52]
67 : [68, 67, 54, 52, 59, 57, 60, 56, 65, 58]
68 : [68, 54, 60, 52, 65, 67, 61, 59, 63, 58]
68 : [67, 62, 63, 68, 45, 61, 60, 55, 56, 506]
68 : [68, 54, 67, 60, 62, 61, 66, 63, 52, 59]
69 : [69, 112, 542, 429, 676, 883, 649, 643, 862, 783]
69 : [69, 126, 976, 451, 114, 714, 990, 855, 455, 316]
69 : [993, 524, 992, 322, 883, 461, 996, 412, 542, 995]
70 : [70, 73, 313, 75, 815, 72, 315, 74, 78, 303]
70 : [70, 79, 313, 77, 120, 73, 124, 71, 669, 311]
70 : [70, 313, 75, 310, 73, 315, 303, 990, 312, 77]
71 : [71, 79, 120, 124, 315, 320, 311, 310, 319, 307]
71 : [71, 79, 124, 313, 27, 77, 126, 26, 111, 120]
71 : [712, 923, 470, 542, 674, 960, 925, 868, 926, 909]
72 : [72, 73, 74, 815, 77, 70, 381, 75, 76, 78]
72 : [72, 73, 74, 815, 75, 77, 76, 307, 70, 71]
72 : [72, 74, 815, 73, 77, 75, 76, 381, 70, 71]
72 : [72, 74, 73, 77, 815, 75, 76, 70, 303, 313]
73 : [73, 72, 74, 77, 75, 70, 76, 312, 316, 71]
73 : [815, 73, 72, 716, 723, 74, 645, 843, 21, 75]
73 : [77, 73, 72, 74, 70, 75, 76, 78, 71, 313]
74 : [72, 74, 73, 815, 77, 70, 75, 76, 381, 313]
74 : [72, 74, 73, 77, 76, 75, 815, 70, 78, 71]
74 : [304, 317, 126, 301, 114, 312, 318, 316, 78, 307]
75 : [75, 70, 73, 77, 74, 72, 76, 312, 78, 79]
75 : [73, 70, 313, 310, 77, 315, 72, 75, 312, 311]
75 : [75, 73, 74, 72, 76, 70, 301, 78, 77, 310]
76 : [76, 73, 75, 79, 77, 71, 310, 72, 70, 74]
76 : [76, 77, 71, 311, 42, 308, 73, 120, 310, 75]
76 : [76, 73, 77, 74, 72, 75, 79, 316, 70, 71]
77 : [77, 73, 71, 312, 307, 124, 314, 76, 302, 310]
