index,node,prompt,class_name,is_leaf,classidx
61,n03100490,"itap of a transport vehicle.",transport vehicle,0,99999
62,n04522168,"itap of a vase.",vase,1,883
63,n04044716,"itap of a radio telescope scientific instrument.",radio telescope,1,755
64,dummy190,itap of a wheel.,wheel,0,99999
65,n03786901,"itap of a mortar and pestle kitchen implement.",mortar and pestle,1,666
66,n04049303,"itap of a rain water barrel.",rain water barrel,1,756
67,n04332243,itap of a strainer.,strainer,1,828
68,dummy80,"itap of a basket",  basket,0,99999
69,dummy105,itap of a fabric.,fabric,0,99999
70,n03388043,"itap of a water fountain",fountain,1,562
71,n07802026,"itap of a hay animal fodder.",hay,1,958
72,n02954938,itap of a cap.,cap,0,99999
73,n03929660,itap of a plectrum.,plectrum,1,714
74,n03666591,"itap of a lighter or igniter, ignitor.",lighter or igniter,1,626
75,n03908714,"itap of a pencil sharpener",pencil sharpener,1,710
76,n02909870,itap of a bucket.,bucket,1,463
77,n03825788,"itap of a baby pacifier.",baby pacifier,1,680
78,n03467068,itap of a guillotine.,guillotine,1,583
79,n04437953,"itap of a timepiece or clock.",timepiece or clock,0,99999
80,n03792972,itap of a tent.,tent,1,672
81,n04597913,"itap of a wooden spoon kitchen utensil.",wooden spoon,1,910
82,n04548362,"itap of a wallet.",wallet,1,893
83,n03843555,itap of a oil filter.,oil filter,1,686
84,dummy131,itap of a cleaning equipment.,cleaning equipment,0,99999
85,n02796623,"itap of a barrier.",barrier,0,99999
86,n03278248,"itap of a electronic equipment or electronic appliance.",electronic equipment,0,99999
87,n03800933,"itap of a musical instrument.",musical instrument,0,99999
88,n03425413,"itap of a gas pump.",gas pump,1,571
89,n03873416,"itap of a paddle rowing oar.",paddle,1,693
90,n02747177,itap of a trash can.,trash can,1,412
91,n04040759,"itap of a radiator heating device.",radiator,1,753
92,n04127249,"itap of a safety pin.",safety pin,1,772
93,n03051540,itap of a clothing (apparel).,clothing (apparel),0,99999
94,n03950228,itap of a drink pitcher.,drink pitcher,1,725
95,n02966193,itap of a carousel.,carousel,1,476
96,n02978881,itap of a cassette.,cassette,1,481
97,n04141327,"itap of a scabbard blade holder.",scabbard,1,777
98,n03733925,"itap of a measuring instrument.",measuring instrument,0,99999
99,n03240683,"itap of a drilling offshore rig building.",drilling offshore rig,1,540
100,n03926148,"itap of a photographic equipment.",photographic equipment,0,99999
101,n03492542,"itap of a hard disk drive magnetic disk.",hard disk drive,1,592
102,n07579787,"itap of a plate kitchen utensil.",plate,1,923
103,n04105068,"itap of a roof or ceiling building.",roof or ceiling,0,99999
104,n04423845,itap of a sewing thimble.,sewing thimble,1,855
105,n04553703,itap of a sink.,sink,1,896
106,n04456115,itap of a torch.,torch,1,862
107,n04371774,"itap of a swing.",swing,1,843
108,n00017222,itap of a plant life.,plant life,0,99999
109,n04562935,"itap of a water tower building.",water tower,1,900
110,n02699494,itap of a altar.,altar,1,406
111,n03291819,itap of a envelope.,envelope,1,549
112,n06359193,itap of a web site.,web site,1,916
113,n03658185,"itap of a letter opener.",letter opener,1,623
114,dummy677,itap of a stick.,stick,0,99999
115,n03627232,"itap of a knot.",knot,1,616
116,n04153751,itap of a screw.,screw,1,783
117,n03876231,itap of a paintbrush.,paintbrush,1,696
118,n03739693,itap of a medical instrument.,medical instrument,0,99999
119,n02825657,"itap of a bell cote or bell tower.",bell cote or bell tower,1,442
120,n03109150,"itap of a corkscrew.",corkscrew,1,512
121,n02729837,"itap of a electric appliance.",electric appliance,0,99999
122,n03991062,itap of a plant pot.,plant pot,1,738
123,n03065424,itap of a spiral or coil.,spiral or coil,1,506
124,dummy230,itap of a source of illumination or lighting.,source of illumination or lighting,0,99999
125,n03532672,itap of a hook.,hook,1,600
126,n04019541,"itap of a hockey puck disk.",hockey puck,1,746
127,n02841315,"itap of a binoculars or field glasses.",binoculars or field glasses,1,447
128,n04579432,itap of a whistle.,whistle,1,902
129,n04081844,itap of a restraint or belt.,restraint or belt,0,99999
130,n03794056,itap of a mouse trap.,mouse trap,1,674
131,n09229709,itap of a bubble.,bubble,1,971
132,n09287968,"itap of a geological formation, a body of rock.",geological formation,0,99999
133,n04264628,itap of a keyboard space bar.,keyboard space bar,1,810
134,n04336792,itap of a stretcher.,stretcher,1,830
135,n07248320,"itap of a book jacket.",book jacket,1,921
136,n03733281,"itap of a maze (labyrinth) buiding.",maze (labyrinth),1,646
137,n04275548,itap of a spider web.,spider web,1,815
138,n03657121,"itap of a lens cap camera equipment.",lens cap,1,622
139,n09288635,"itap of a geyser, a geological natural spring fountain.",geyser,1,974
140,n09399592,"itap of a promontory or headland, a geological formation.",promontory or headland,1,976
141,n01768244,itap of a trilobite.,trilobite,1,69
142,n09835506,"itap of a ballplayer.",ballplayer,1,981
143,n02966687,"itap of a carpenter's tool kit.",carpenter's tool kit,1,477
144,n13040303,"itap of a stinkhorn fungus.",stinkhorn fungus,1,994
145,n03482405,itap of a hamper basket.,hamper basket,1,588
146,n04265275,"itap of a space heater.",space heater,1,811
147,n03706229,"itap of a magnetic compass navigation instrument.",magnetic compass,1,635
148,n01922303,"itap of a worm.",worm,0,99999
149,n03776460,"itap of a mobile home.",mobile home,1,660
150,n04254777,"itap of a sock.",sock,1,806
151,n03816005,"itap of a neckwear.",neckwear,0,99999
152,n03710637,"itap of a maillot leotard tights.",maillot,1,638
153,n02823750,"itap of a beer glass.",beer glass,1,441
154,n04204238,"itap of a shopping basket.",shopping basket,1,790
155,n02877765,itap of a bottle cap.,bottle cap,1,455
156,n03220513,"itap of a dome roof.",dome,1,538
157,n04125021,"itap of a safe.",safe,1,771
158,n03450230,"itap of a gown.",gown,1,578
159,n02793495,"itap of a barn building.",barn,1,425
160,n02906734,itap of a broom.,broom,1,462
161,n04517823,"itap of a vacuum cleaner electrical appliance.",vacuum cleaner,1,882
162,n04486054,"itap of a triumphal arch buiding.",triumphal arch,1,873
163,n03970156,"itap of a plunger or plumber's helper.",plunger or plumber's helper,1,731
164,n03443371,"itap of a goblet.",goblet,1,572
165,n02788148,"itap of a bannister (balustrade) handrail.",bannister (balustrade) handrail,1,421
166,n03633091,"itap of a ladle kitchen utensil.",ladle,1,618
167,n04571292,"itap of a exercising weights sports equipment.",exercising weights,0,99999
168,n03777754,"itap of a modem electronic equipment.",modem,1,662
169,n13037406,"itap of a gyromitra mushroom fungus.",gyromitra mushroom,1,993
170,n02894605,"itap of a breakwater or jetty water barrier.",breakwater or jetty,1,460
171,n04560804,"itap of a water jug.",water jug,1,899
172,n03207941,"itap of a dishwasher or dishwashing machine electrical appliance.",dishwasher or dishwashing machine,1,534
173,n01910747,"itap of a jellyfish.",jellyfish,1,107
174,n02892201,"itap of a brass memorial plaque structure.",brass memorial plaque structure,1,458
175,n03343853,"itap of a firearm weapon.",firearm,0,99999
176,n03636649,"itap of a lamp.",lamp,0,99999
177,n03529860,"itap of a home theater.",home theater,1,598
178,n04141975,"itap of a scale or weighing machine.",scale or weighing machine,1,778
179,n04033901,"itap of a quill pen.",quill pen,1,749
180,n03459775,"itap of a radiator grille.",radiator grille,1,581
181,n01974773,"itap of a crustacean animal.",crustacean,0,99999
182,n03793489,"itap of a computer mouse.",computer mouse,1,673
183,n03472232,"itap of a gymnastic apparatus sports equipment.",gymnastic apparatu,0,99999
184,n03405725,"itap of a piece of furniture.",piece of furniture,0,99999
185,n04447443,itap of a toiletry or toilet articles.,toiletry or toilet articles,0,99999
186,n04557648,"itap of a water bottle.",water bottle,1,898
187,n13044778,"itap of a earthstar fungus.",earthstar fungus,1,995
188,n04579145,"itap of a whiskey jug.",whiskey jug,1,901
189,n02988304,"itap of a CD player,.",CD player,1,485
190,n02942699,"itap of a camera.",camera,0,99999
191,n03908618,itap of a case.,case,1,709
192,n04238763,"itap of a slide rulet.",slide rule,1,798
193,n03623198,"itap of a knee pad.",knee pad,1,615
194,n04251144,"itap of a snorkel.",snorkel,1,801
195,n04154565,"itap of a screwdriver.",screwdriver,1,784
196,n11669921,"itap of a flower.",flower,0,99999
197,n02974003,itap of a car wheel.,car wheel,1,479
198,n03748162,"itap of a retail store or shop.",retail store or shop,0,99999
199,n04355933,"itap of a sunglasses.",sunglasses,1,836
200,n03602883,"itap of a joystick,.",joystick,1,613
201,n03490324,"itap of a handwear accessory.",handwear,0,99999
202,n04435653,"itap of a tile roof.",tile roof,1,858
203,n03954731,itap of a block plane.,block plane,1,726
204,n01914609,"itap of a sea anemone.",sea anemone,1,108
205,n01627424,"itap of a amphibian.",amphibian,0,99999
206,n03775546,"itap of a mixing bowl.",mixing bowl,1,659
207,n04532670,"itap of a viaduct buiding.",viaduct,1,888
208,n04438304,"itap of a timer.",timer,0,99999
209,n02950826,"itap of a cannon weapon.",cannon,1,471
210,n03125870,"itap of a craft vehicle.",craft vehicle,0,99999
211,n03042490,"itap of a cliff dwelling.",cliff dwelling,1,500
212,n03956157,"itap of a planetarium.",planetarium,1,727
213,n02971356,itap of a cardboard box / carton.,cardboard box / carton,1,478
214,n03584829,"itap of a clothes iron.",clothes iron,1,606
215,n04525038,itap of a velvet fabric.,velvet fabric,1,885
216,n04542943,"itap of a waffle iron kitchen appliance.",waffle iron,1,891
217,n04401088,"itap of a telephone,.",telephone,0,99999
218,n03250847,itap of a drumstick.,drumstick,1,542
219,n03697007,"itap of a lumbermill factory building.",lumbermill,1,634
220,n02783161,"itap of a ballpoint pen.",ballpoint pen,1,418
221,n04366367,"itap of a suspension bridge buiding.",suspension bridge,1,839
222,n03763968,"itap of a military uniform.",military uniform,1,652
223,n03729826,itap of a matchstick.,matchstick,1,644
224,n03032252,"itap of a cinema theater.",cinema,1,498
225,n02321529,"itap of a sea cucumber.",sea cucumber,1,329
226,n03761084,"itap of a microwave oven kitchen appliance.",microwave oven,1,651
227,n03075370,itap of a combination lock.,combination lock,1,507
228,n03944341,"itap of a pinwheel.",pinwheel,1,723
229,n04311004,"itap of a steel arch bridge.",steel arch bridge,1,821
230,n04070727,"itap of a refrigerator.",refrigerator,1,760
231,n04296562,"itap of a stage.",stage,1,819
232,n03837869,"itap of a obelisk pillar monument.",obelisk pillar monument,1,682
233,n03710193,itap of a mailbox.,mailbox,1,637
234,n03781244,"itap of a monastery.",monastery,1,663
235,n02778669,"itap of a ball.",ball,0,99999
236,dummy104,"itap of a computer.",computer,0,99999
237,n01940736,"itap of a mollusk or shellfish.",mollusk or shellfish,0,99999
238,n04023962,"itap of a punching bag.",punching bag,1,747
239,n04033995,"itap of a quilt or comforterroom furnishing.",quilt or comforter,1,750
240,n03614532,"itap of a keyboard instrument.",keyboard instrument,0,99999
241,n03290653,"itap of a entertainment center.",entertainment center,1,548
242,n04286575,"itap of a spotlight.",spotlight,1,818
243,n01861778,"itap of a mammal, mammalian.",mammal,0,99999
244,n02823428,"itap of a beer bottle.",beer bottle,1,440
245,n03743016,"itap of a megalithic structure.",megalithic structure,1,649
246,n02870880,"itap of a bookcase.",bookcase,1,453
247,n01784675,"itap of a centipede.",centipede,1,79
248,n04417672,"itap of a thatched roof.",thatched roof,1,853
249,n03457902,"itap of a greenhouse.",greenhouse,1,580
250,n02769748,"itap of a backpack or rucksack.",backpack or rucksack,1,414
251,n03938244,"itap of a pillow or cushion.",pillow or cushion,1,721
252,n06794110,"itap of a street sign.",street sign,1,919
253,n09246464,"itap of a cliff, a geological formation.",cliff,1,972
254,n04554684,"itap of a washer or washing machine.",washer or washing machine,1,897
255,n04404412,"itap of a television or TV,.",television or TV,1,851
256,n02159955,"itap of a insect.",insect,0,99999
257,n03709823,"itap of a mailbag.",mailbag,1,636
258,n04149813,"itap of a scoreboard.",scoreboard,1,781
259,n03297495,"itap of a espresso maker.",espresso maker,1,550
260,n03782006,"itap of a monitor,.",monitor,1,664
261,n02730930,"itap of a apron.",apron,1,411
262,n02843684,"itap of a birdhouse.",birdhouse,1,448
263,n03208938,"itap of a hydraulic brake.",hydraulic brake,1,535
264,n03803284,itap of a muzzle.,muzzle,1,676
265,n03544143,"itap of a hourglass or sandglass.",hourglass or sandglass,1,604
266,n02512053,"itap of a fish.",fish,0,99999
267,n03967562,"itap of a plow, plough.",plow,1,730
268,n09359803,"itap of a mountain, a geological formation.",mountain,0,99999
269,n04485082,"itap of a camera tripod standa equipment.",camera tripod standa,1,872
270,n04004767,"itap of a printer,.",printer,1,742
271,n04131690,"itap of a salt shaker.",salt shaker,1,773
272,n03271574,"itap of a electric fan.",electric fan,1,545
273,n04442312,"itap of a toaster kitchen appliance.",toaster,1,859
274,n03151077,"itap of a curtains or drapes.",curtains or drapes,0,99999
275,n03759954,"itap of a microphone,.",microphone,1,650
276,n03961711,"itap of a plate rack.",plate rack,1,729
277,n04009552,"itap of a projector,.",projector,1,745
278,n03773504,"itap of a missile weapon.",missile,1,657
279,n04591713,"itap of a wine bottle.",wine bottle,1,907
280,n03649909,"itap of a lawn mower.",lawn mower,1,621
281,n02319095,"itap of a sea urchin.",sea urchin,1,328
282,n09433442,"itap of a shore, a geological formation by water.",shore,0,99999
283,n03874599,itap of a padlock.,padlock,1,695
284,n03481172,"itap of a hammer.",hammer,1,587
285,n02892767,"itap of a bra undergarment.",bra,1,459
286,n03903868,"itap of a pedestal.",pedestal,1,708
287,n04228054,"itap of a ski.",ski,1,795
288,n03062245,"itap of a cocktail shaker.",cocktail shaker,1,503
289,n03381126,"itap of a footwear.",footwear,0,99999
290,n03924679,"itap of a photocopier,.",photocopier,1,713
291,n06874185,"itap of a traffic light or traffic signal.",traffic light or traffic signal,1,920
292,n03998194,"itap of a prayer rug or mat.",prayer rug or mat,1,741
293,n03841143,"itap of a odometer.",odometer,1,685
294,n04501370,"itap of a turnstile gate.",turnstile gate,1,877
295,n03937543,itap of a pill bottle.,pill bottle,1,720
296,n02794156,"itap of a barometer.",barometer,1,426
297,n04008634,"itap of a projectile missile.",projectile missile,1,744
298,n04376876,"itap of a syringe.",syringe,1,845
299,n03880531,"itap of a cooking pan.",cooking pan,0,99999
300,n04235291,"itap of a sled or sledge or sleigh.",sled or sledge or sleigh,0,99999
301,n04356056,"itap of a sunglasses or shades.",sunglasses or shades,1,837
302,n03990474,"itap of a cooking pot.",cooking pot,0,99999
303,n03502509,"itap of a head covering or headgear.",head covering or headgear,0,99999
304,n10565667,"itap of a scuba diver.",scuba diver,1,983
305,n04187547,"itap of a shed.",shed,0,99999
306,n03388183,"itap of a fountain pen.",fountain pen,1,563
307,n02980441,"itap of a castle.",castle,1,483
308,n04026417,"itap of a purse.",purse,1,748
309,n01503061,"itap of a bird.",bird,0,99999
310,n03000684,"itap of a chain saw.",chain saw,1,491
311,n04367480,"itap of a mop.",mop,1,840
312,n04162706,"itap of a seat beltt.",seat belt,1,785
313,n04550184,"itap of a wardrobe or closet.",wardrobe or closet,1,894
314,n04317175,"itap of a stethoscope.",stethoscope,1,823
315,n04005630,"itap of a prison.",prison,1,743
316,n03141823,"itap of a crutch medical equipment.",crutch,1,523
317,n03327234,"itap of a fence.",fence,0,99999
318,n01917289,"itap of a brain coral.",brain coral,1,109
319,n02317335,"itap of a starfish.",starfish,1,327
320,n12985857,"itap of a coral fungus.",coral fungus,1,991
321,n09256479,"itap of a coral reef, a geological formation.",coral reef,1,973
322,n04081281,"itap of a restaurant or eatery.",restaurant or eatery,1,762
323,n04372370,itap of a electrical switch.,electrical switch,1,844
324,n09421951,"itap of a sandbank or shoal, a geological formation.",sandbank or shoal,1,977
325,n04599235,itap of a wool.,wool,1,911
326,dummy110,"itap of a machine.",machine,0,99999
327,n10148035,"itap of a groom or bridegroom.",groom or bridegroom,1,982
328,n04458633,"itap of a totem pole pillar monument .",totem pole pillar monument ,1,863
329,n03041632,"itap of a meat cleaver kitchen knife.",meat cleaver,1,499
330,n04330267,"itap of a stove.",stove,1,827
331,n04523525,"itap of a vaulted or arched ceiling.",vaulted or arched ceiling,1,884 
332,n03127925,itap of a crate.,crate,1,519
333,n03874293,itap of a paddle wheel.,paddle wheel,1,694
334,dummy112,"itap of a keyboard.",keyboard,0,99999
335,n04041544,"itap of a wireless radio,.",wireless radio,1,754
336,dummy35,"itap of a armor.",armor,0,99999
337,n02879718,"itap of a bow.",bow,1,456
338,n02979186,"itap of a cassette player,.",cassette player,1,482
339,n09468604,"itap of a valley, a geological formation.",valley,1,979
340,n03160309,"itap of a dam.",dam,1,525
341,n02757462,"itap of a audio or sound system,.",audio or sound system,0,99999
342,n03314378,"itap of a face mask.",face mask,0,99999
343,n03932670,"itap of a piece of cloth.",piece of cloth,0,99999
344,n03133878,"itap of a Crock Pot.",Crock Pot,1,521
345,n04355338,"itap of a sundial.",sundial,1,835
346,n03992509,"itap of a potter's wheel.",potter's wheel,1,739
347,n01769347,"itap of a arachnid spider.",arachnid,0,99999
348,n07930864,"itap of a teacup.",teacup,1,968
349,n04392985,"itap of a tape player,.",tape player,1,848
350,n04586932,"itap of a wind instrument.",wind instrument,0,99999
351,n04039381,"itap of a racket or racquet sports equipment.",racket or racquet,1,752
352,n03661043,"itap of a library.",library,1,624
353,dummy20,"itap of a mushroom.",mushroom,0,99999
354,n04208210,"itap of a shovel.",shovel,1,792
355,n03733805,"itap of a measuring cup.",measuring cup,1,647
356,n03857828,"itap of a cathode-ray oscilloscope,.",cathode-ray oscilloscope,1,688
357,n01661091,"itap of a reptile.",reptile,0,99999
358,n04111531,"itap of a rotisserie kitchen appliance.",rotisserie,1,766
359,n04263257,"itap of a soup bowl kitchen utensil.",soup bowl,1,809
360,n03958227,"itap of a plastic bag.",plastic bag,1,728
361,n04118776,"itap of a ruler measuring stickt.",ruler measuring stick,1,769
362,n03355925,"itap of a flagpole.",flagpole,1,557
363,n03026506,"itap of a Christmas stocking.",Christmas stocking,1,496
364,n02814860,"itap of a beacon or lighthouse tower.",beacon or lighthouse,1,437
365,n04476259,"itap of a tray kitchen utensil.",tray,1,868
366,n03995372,"itap of a power drill handtool.",power drill,1,740
367,n04152593,"itap of a CRT screen video display.",CRT screen,1,782
368,n03197337,"itap of a digital watch.",digital watch,1,531
369,n04613696,"itap of a yurt.",yurt,1,915
370,n04338517,"itap of a stringed instrument.",stringed instrument,0,99999
371,n04277352,"itap of a spindle.",spindle,1,816
372,n04179913,"itap of a sewing machine appliance.",sewing machine,1,786
373,n04270147,"itap of a spatula.",spatula,1,813
374,n03983396,"itap of a pop bottle or soda bottle.",pop bottle or soda bottle,1,737
375,n04074963,"itap of a remote control,.",remote control,1,761
376,n04576211,"itap of a wheeled vehicle.",wheeled vehicle,0,99999
377,n03953416,"itap of a place of worship or house of prayer.",place of worship or house of prayer,0,99999
378,n03483316,"itap of a hair dryer or hair drier.",hair dryer or hair drier,1,589
379,n03046257,"itap of a clock.",clock,0,99999
380,n03877845,"itap of a palace.",palace,1,698
381,n03915437,"itap of a percussion instrument.",percussion instrument,0,99999
382,n03419014,itap of a garment or clothing.,garment or clothing,0,99999
383,n03089624,"itap of a confectionery or candy store.",confectionery or candy store,1,509
384,n03016953,"itap of a chiffonier or commode.",chiffonier or commode,1,493
385,n02776631,"itap of a bakery.",bakery,1,415
386,n03128519,"itap of a cream or ointment.",cream or ointment,0,99999
387,n03976467,"itap of a Polaroid camera.",Polaroid camera,1,732
388,n01833805,"itap of a hummingbird.",hummingbird,1,94
389,n03884397,"itap of a pan flute or panpipe.",pan flute or panpipe,1,699
390,n03467517,"itap of a guitar.",guitar,0,99999
391,n09332890,"itap of a lakeside or lakeshore, a geological formation by water.",lakeside or lakeshore,1,975
392,n03814906,"itap of a necklace.",necklace,1,679
393,n02860847,"itap of a bobsled or bobsleigh.",bobsled or bobsleigh,1,450
394,n02083346,"itap of a canine.",canine,0,99999
395,n02219486,"itap of a ant.",ant,1,310
396,n03888605,"itap of a parallel gymnastic bars.",parallel gymnastic bars,1,702
397,n03113152,"itap of a cosmetic.",cosmetic,0,99999
398,n04418357,"itap of a theater or front curtain.",theater or front curtain,1,854
399,n02655020,"itap of a pufferfish or blowfish.",pufferfish or blowfish,1,397
400,n02977058,itap of a automated teller machine or ATM machine.,automated teller machine or ATM machine,1,480
401,n04151581,"itap of a screen.",screen,0,99999
402,n01968897,"itap of a chambered nautilus.",chambered nautilus,1,117
403,n03535780,"itap of a horizontal gymnastic bar.",horizontal gymnastic bar,1,602
404,n02672831,"itap of a piano accordion.",piano accordion,1,401
405,n01873310,"itap of a duck-billed platypus.",duck-billed platypus,1,103
406,n02256656,"itap of a cicada.",cicada,1,316
407,n04530566,"itap of a vessel or watercraft.",vessel or watercraft,0,99999
408,n03788195,"itap of a mosque, a place of worship.",mosque,1,668
409,n09428293,"itap of a seashore, a geological formation by water.",seashore,1,978
410,n04311174,"itap of a steel drum.",steel drum,1,822
411,n01530575,"itap of a brambling.",brambling,1,10
412,dummy30,"itap of a cycle.",cycle,0,99999
413,n01770081,"itap of a harvestman spider.",harvestman spider,1,70
414,n02131653,"itap of a bear.",bear,0,99999
415,n01639765,"itap of a frog or toad.",frog or toad,0,99999
416,n01529672,"itap of a finch.",finch,0,99999
417,n01704323,"itap of a triceratops archosaurian dinosaur.",triceratops,1,51
418,n02442845,"itap of a mink musteline mammal.",mink,1,357
419,n03017168,"itap of a wind chime or bell chime.",wind chime or bell chime,1,494
420,n01982650,"itap of a lobster.",lobster,0,99999
421,n03791235,"itap of a automotive vehicle.",automotive vehicle,0,99999
422,n04447861,"itap of a toilet seat.",toilet seat,1,861
423,n01955084,"itap of a chiton or coat-of-mail shell.",chiton or coat-of-mail shell,1,116
424,n01662784,"itap of a turtle.",turtle,0,99999
425,n01495701,"itap of a ray fish.",ray fish,0,99999
426,n02510455,"itap of a giant panda bear.",giant panda bear,1,388
427,n03001627,"itap of a chair.",chair,0,99999
428,n01985128,"itap of a crayfish or crawfish.",crayfish or crawfish,1,124
429,n02329401,"itap of a rodent.",rodent,0,99999
430,n03928116,"itap of a piano or pianoforte.",piano or pianoforte,0,99999
431,n02444819,"itap of a otter.",otter,1,360
432,n02640242,"itap of a sturgeon fish.",sturgeon,1,394
433,n01518878,"itap of a ostrich.",ostrich,1,9
434,n04584207,"itap of a wig.",wig,1,903
435,n04192698,"itap of a shield.",shield,1,787
436,n01514668,"itap of a rooster bird.",rooster,1,7
437,n03775071,"itap of a mitten glove.",mitten,1,658
438,n03372029,"itap of a flute musical instrument.",flute,1,558
439,n01943899,"itap of a conch.",conch,1,112
440,n03447721,"itap of a gong or tam-tam.",gong or tam-tam,1,577
441,n02389026,"itap of a common sorrel horse.",common sorrel horse,1,339
442,n04350905,"itap of a men's suit.",men's suit,1,834
443,n03445777,"itap of a golf ball.",golf ball,1,574
444,n04468005,"itap of a railroad trained transport vehicle.",railroad train,0,99999
445,n02355003,"itap of a swine.",swine,0,99999
446,n04398044,"itap of a teapot.",teapot,1,849
447,n11939491,"itap of a daisy flower.",daisy,1,985
448,n02834397,"itap of a baby's bib.",baby's bib,1,443
449,n02138441,"itap of a meerkat animal.",meerkat,1,299
450,n04230808,"itap of a skirt.",skirt,0,99999
451,n03187595,"itap of a dial telephone,.",dial telephone,1,528
452,n02419796,"itap of a antelope animal.",antelope,0,99999
453,n01930112,"itap of a nematode worm, roundworm.",nematode worm,1,111
454,n03594734,"itap of a denim jeans",denim jeans,1,608
455,n01823013,"itap of a cuckoo bird.",cuckoo,0,99999
456,n01924916,"itap of a flatworm, platyhelminth.",flatworm,1,110
457,n02469914,"itap of a primate.",primate,0,99999
458,n03047690,"itap of a clog footwear.",clog,1,502
459,n03461385,"itap of a grocery store.",grocery store,1,582
460,n04141076,"itap of a saxophone musical instrument.",saxophone,1,776
461,n02859443,"itap of a boathouse.",boathouse,1,449
462,n01776313,"itap of a tick arachnid.",tick,1,78
463,n03724870,"itap of a mask.",mask,1,643
464,n02226429,"itap of a grasshopper.",grasshopper,1,311
465,n02804610,"itap of a bassoon musical instrument.",bassoon,1,432
466,n02954340,"itap of a cap.",cap,0,99999
467,n03400231,"itap of a frying pan or skillet.",frying pan or skillet,1,567
468,n02443484,"itap of a black-footed ferret.",black-footed ferret,1,359
469,n04266014,"itap of a space craft or space shuttle.",space craft or space shuttle,1,812
470,n02607072,"itap of a anemone (clown) fish.",anemone (clown) fish,1,393
471,n02410509,"itap of a bison.",bison,1,347
472,n01843383,"itap of a toucan.",toucan,1,96
473,n02992211,"itap of a cello musical instrument.",cello,1,486
