index,node,prompt,class_name,is_leaf,classidx
68,n0067,"a blurry photo of a raccoon.",raccoon,1,66
69,n0020,"a blurry photo of a ray.",ray,1,67
70,n0087,"a blurry photo of a road.",road,1,68
71,n0113,"a blurry photo of a rocket.",rocket,1,69
72,n0025,"a blurry photo of a rose.",rose,1,70
73,n0093,"a blurry photo of a sea.",sea,1,71
74,n0161,"a blurry photo of a seal.",seal,1,72
75,n0021,"a blurry photo of a shark.",shark,1,73
76,n0082,"a blurry photo of a shrew.",shrew,1,74
77,n0068,"a blurry photo of a skunk.",skunk,1,75
78,n0088,"a blurry photo of a skyscraper.",skyscraper,1,76
79,n0071,"a blurry photo of a snail.",snail,1,77
80,n0077,"a blurry photo of a snake.",snake,1,78
81,n0072,"a blurry photo of a spider.",spider,1,79
82,n0083,"a blurry photo of a squirrel.",squirrel,1,80
83,n0114,"a blurry photo of a streetcar.",streetcar,1,81
84,n0026,"a blurry photo of a sunflower.",sunflower,1,82
85,n0037,"a blurry photo of a sweet pepper.",sweet_pepper,1,83
86,n0047,"a blurry photo of a table.",table,1,84
87,n0115,"a blurry photo of a tank.",tank,1,85
88,n0042,"a blurry photo of a telephone.",telephone,1,86
89,n0043,"a blurry photo of a television.",television,1,87
90,n0057,"a blurry photo of a tiger.",tiger,1,88
91,n0116,"a blurry photo of a tractor.",tractor,1,89
92,n0111,"a blurry photo of a train.",train,1,90
93,n0022,"a blurry photo of a trout.",trout,1,91
94,n0027,"a blurry photo of a tulip.",tulip,1,92
95,n0078,"a blurry photo of a turtle.",turtle,1,93
96,n0048,"a blurry photo of a wardrobe.",wardrobe,1,94
97,n0017,"a blurry photo of a whale.",whale,1,95
98,n0106,"a blurry photo of a willow tree.",willow_tree,1,96
99,n0058,"a blurry photo of a wolf.",wolf,1,97
100,n0100,"a blurry photo of a woman.",woman,1,98
101,n0073,"a blurry photo of a worm.",worm,1,99
102,n0590,"a blurry photo of a object.",object,0,99999
103,n0012,"a blurry photo of an electronic or electrical appliance.",appliance,0,99999
104,n0013,"a blurry photo of a furniture.",furniture,0,99999
105,n0014,"a blurry photo of a human or person.",human,0,99999
106,n0015,"a blurry photo of a vehicle.",vehicle,0,99999
107,n0006,"a blurry photo of a plant or tree or flower.",plant,0,99999
108,n1001,"a blurry photo of a building.",building,0,99999
109,n0117,"a blurry photo of nature or outdoor",outdoor,0,99999
110,n0010,"a blurry photo of a fruit",fruit,0,99999
111,n0007,"a blurry photo of a flower",flower,0,99999
112,n0008,"a blurry photo of a tree",tree,0,99999
113,n1000,"a blurry photo of a kitchenware",kitchenware,0,99999
