index,node,prompt,class_name,is_leaf,classidx
56,n04217882,"a photo of a signboard, a type of building.",signboard,0,99999
57,n04493381,a photo of a hot tub.,hot tub,1,876
58,n03906997,"a photo of a pen, a type of writing implement.",pen,0,99999
59,n03216828,"a photo of a dock or docking facility, a type of building.",dock or docking facility,1,536
60,n03405265,"a photo of a furnishing, a type of decorative house accessory.",furnishing,0,99999
61,n03100490,"a photo of a transport vehicle, a type of vehicle.",transport vehicle,0,99999
62,n04522168,"a photo of a vase, a type of liquid storage jar.",vase,1,883
63,n04044716,"a photo of a radio telescope, a type of scientific instrument.",radio telescope,1,755
64,dummy190,a photo of a wheel.,wheel,0,99999
65,n03786901,"a photo of a mortar and pestle, a type of kitchen implement.",mortar and pestle,1,666
66,n04049303,"a photo of a rain water barrel, a type of water collector.",rain water barrel,1,756
67,n04332243,a photo of a strainer.,strainer,1,828
68,dummy80,"a photo of a   basket, a type of container.",  basket,0,99999
69,dummy105,a photo of a fabric.,fabric,0,99999
70,n03388043,"a photo of a fountain, a type of building.",fountain,1,562
71,n07802026,"a photo of a hay, a type of animal fodder.",hay,1,958
72,n02954938,a photo of a cap.,cap,0,99999
73,n03929660,a photo of a plectrum.,plectrum,1,714
74,n03666591,"a photo of a lighter or igniter, ignitor.",lighter or igniter,1,626
75,n03908714,"a photo of a pencil sharpener, a type of writing implement.",pencil sharpener,1,710
76,n02909870,a photo of a bucket.,bucket,1,463
77,n03825788,"a photo of a baby pacifier, a type of cap.",baby pacifier,1,680
78,n03467068,a photo of a guillotine.,guillotine,1,583
79,n04437953,"a photo of a timepiece or clock, a type of measuring instrument.",timepiece or clock,0,99999
80,n03792972,a photo of a tent.,tent,1,672
81,n04597913,"a photo of a wooden spoon, a type of kitchen utensil.",wooden spoon,1,910
82,n04548362,"a photo of a wallet, a type of money storage.",wallet,1,893
83,n03843555,a photo of a oil filter.,oil filter,1,686
84,dummy131,a photo of a cleaning equipment.,cleaning equipment,0,99999
85,n02796623,"a photo of a barrier, a type of constructed buiding.",barrier,0,99999
86,n03278248,"a photo of a electronic equipment, a type of electronic appliance.",electronic equipment,0,99999
87,n03800933,"a photo of a musical instrument, a type of instrument.",musical instrument,0,99999
88,n03425413,"a photo of a gas pump, a type of pump.",gas pump,1,571
89,n03873416,"a photo of a paddle, a type of rowing oar.",paddle,1,693
90,n02747177,a photo of a trash can.,trash can,1,412
91,n04040759,"a photo of a radiator, a type of heating device.",radiator,1,753
92,n04127249,"a photo of a safety pin, a type of pin.",safety pin,1,772
93,n03051540,a photo of a clothing (apparel).,clothing (apparel),0,99999
94,n03950228,a photo of a drink pitcher.,drink pitcher,1,725
95,n02966193,a photo of a carousel.,carousel,1,476
96,n02978881,a photo of a cassette.,cassette,1,481
97,n04141327,"a photo of a scabbard, a type of blade holder.",scabbard,1,777
98,n03733925,"a photo of a measuring instrument, a type of measuring equipment.",measuring instrument,0,99999
99,n03240683,"a photo of a drilling offshore rig, a type of building.",drilling offshore rig,1,540
100,n03926148,"a photo of a photographic equipment, a type of equipment.",photographic equipment,0,99999
101,n03492542,"a photo of a hard disk drive, a type of magnetic disk.",hard disk drive,1,592
102,n07579787,"a photo of a plate, a type of kitchen utensil.",plate,1,923
103,n04105068,"a photo of a roof or ceiling, a type of top of building.",roof or ceiling,0,99999
104,n04423845,a photo of a sewing thimble.,sewing thimble,1,855
105,n04553703,a photo of a sink.,sink,1,896
106,n04456115,a photo of a torch.,torch,1,862
107,n04371774,"a photo of a swing, a type of playthinh.",swing,1,843
108,n00017222,a photo of a plant life.,plant life,0,99999
109,n04562935,"a photo of a water tower, a type of reservoir building.",water tower,1,900
110,n02699494,a photo of a altar.,altar,1,406
111,n03291819,a photo of a envelope.,envelope,1,549
112,n06359193,a photo of a web site.,web site,1,916
113,n03658185,"a photo of a letter opener, a type of cutting implement.",letter opener,1,623
114,dummy677,a photo of a stick.,stick,0,99999
115,n03627232,"a photo of a knot, a type of fastener.",knot,1,616
116,n04153751,a photo of a screw.,screw,1,783
117,n03876231,a photo of a paintbrush.,paintbrush,1,696
118,n03739693,a photo of a medical instrument.,medical instrument,0,99999
119,n02825657,"a photo of a bell cote or bell tower, a type of tower.",bell cote or bell tower,1,442
120,n03109150,"a photo of a corkscrew, a type of bottle opener.",corkscrew,1,512
121,n02729837,"a photo of a electric appliance, a type of appliance.",electric appliance,0,99999
122,n03991062,a photo of a plant pot.,plant pot,1,738
123,n03065424,a photo of a spiral or coil.,spiral or coil,1,506
124,dummy230,a photo of a source of illumination or lighting.,source of illumination or lighting,0,99999
125,n03532672,a photo of a hook.,hook,1,600
126,n04019541,"a photo of a hockey puck, a type of disk.",hockey puck,1,746
127,n02841315,"a photo of a binoculars or field glasses, a type of instrument.",binoculars or field glasses,1,447
128,n04579432,a photo of a whistle.,whistle,1,902
129,n04081844,a photo of a restraint or belt.,restraint or belt,0,99999
130,n03794056,a photo of a mouse trap.,mouse trap,1,674
131,n09229709,a photo of a bubble.,bubble,1,971
132,n09287968,"a photo of a geological formation, a body of rock.",geological formation,0,99999
133,n04264628,a photo of a keyboard space bar.,keyboard space bar,1,810
134,n04336792,a photo of a stretcher.,stretcher,1,830
135,n07248320,"a photo of a book jacket, a type of protective book cover.",book jacket,1,921
136,n03733281,"a photo of a maze (labyrinth), a type of buiding.",maze (labyrinth),1,646
137,n04275548,a photo of a spider web.,spider web,1,815
138,n03657121,"a photo of a lens cap, a type of camera equipment.",lens cap,1,622
139,n09288635,"a photo of a geyser, a geological natural spring fountain.",geyser,1,974
140,n09399592,"a photo of a promontory or headland, a geological formation.",promontory or headland,1,976
141,n01768244,a photo of a trilobite.,trilobite,1,69
142,n09835506,"a photo of a ballplayer, a type of person.",ballplayer,1,981
143,n02966687,"a photo of a carpenter's tool kit, a type of handtool.",carpenter's tool kit,1,477
144,n13040303,"a photo of a stinkhorn fungus, a type of fungus.",stinkhorn fungus,1,994
145,n03482405,a photo of a hamper basket.,hamper basket,1,588
146,n04265275,"a photo of a space heater, a type of electrical appliance.",space heater,1,811
147,n03706229,"a photo of a magnetic, a type of navigation instrument.",magnetic,1,635
148,n01922303,"a photo of a worm, a type of animal.",worm,0,99999
149,n03776460,"a photo of a mobile home, a type of building.",mobile home,1,660
150,n04254777,"a photo of a sock, a type of clothing.",sock,1,806
151,n03816005,"a photo of a neckwear, a type of clothing.",neckwear,0,99999
152,n03710637,"a photo of a maillot, a type of leotard tights.",maillot,1,638
153,n02823750,"a photo of a beer glass, a type of kitchen utensil.",beer glass,1,441
154,n04204238,"a photo of a shopping basket, a type of basket.",shopping basket,1,790
155,n02877765,a photo of a bottle cap.,bottle cap,1,455
156,n03220513,"a photo of a dome, a type of roof.",dome,1,538
157,n04125021,"a photo of a safe, a type of storage box.",safe,1,771
158,n03450230,"a photo of a gown, a type of clothing.",gown,1,578
159,n02793495,"a photo of a barn, a type of building.",barn,1,425
160,n02906734,a photo of a broom.,broom,1,462
161,n04517823,"a photo of a vacuum cleaner, a type of electrical appliance.",vacuum cleaner,1,882
162,n04486054,"a photo of a triumphal arch, a type of buiding.",triumphal arch,1,873
163,n03970156,"a photo of a plunger or plumber's helper, a type of handtool.",plunger or plumber's helper,1,731
164,n03443371,"a photo of a goblet, a type of kitchen utensil.",goblet,1,572
165,n02788148,"a photo of a bannister (balustrade) handrail, a type of barrier.",bannister (balustrade) handrail,1,421
166,n03633091,"a photo of a ladle, a type of kitchen utensil.",ladle,1,618
167,n04571292,"a photo of a exercising weights, a type of sports equipment.",exercising weights,0,99999
168,n03777754,"a photo of a modem, a type of electronic equipment.",modem,1,662
169,n13037406,"a photo of a gyromitra mushroom, a type of fungus.",gyromitra mushroom,1,993
170,n02894605,"a photo of a breakwater or jetty, a type of water barrier.",breakwater or jetty,1,460
171,n04560804,"a photo of a water jug, a type of liquid storage utensil.",water jug,1,899
172,n03207941,"a photo of a dishwasher or dishwashing machine, a type of electrical appliance.",dishwasher or dishwashing machine,1,534
173,n01910747,"a photo of a jellyfish, a type of fish.",jellyfish,1,107
174,n02892201,"a photo of a brass memorial plaque structure, a type of buiding.",brass memorial plaque structure,1,458
175,n03343853,"a photo of a firearm, a type of weapon.",firearm,0,99999
176,n03636649,"a photo of a lamp, a type of source of light furnishing.",lamp,0,99999
177,n03529860,"a photo of a home theater, a type of electronic equipment.",home theater,1,598
178,n04141975,"a photo of a scale or weighing machine, a type of weight measuring instrument.",scale or weighing machine,1,778
179,n04033901,"a photo of a quill pen, a type of writing implement.",quill pen,1,749
180,n03459775,"a photo of a radiator grille, a type of grate.",radiator grille,1,581
181,n01974773,"a photo of a crustacean, a type of animal.",crustacean,0,99999
182,n03793489,"a photo of a computer mouse, a type of electronic equipment.",computer mouse,1,673
183,n03472232,"a photo of a gymnastic apparatu, a type of sports equipment.",gymnastic apparatu,0,99999
184,n03405725,"a photo of a piece of furniture, a type of furnishing.",piece of furniture,0,99999
185,n04447443,a photo of a toiletry or toilet articles.,toiletry or toilet articles,0,99999
186,n04557648,"a photo of a water bottle, a type of bottle.",water bottle,1,898
187,n13044778,"a photo of a earthstar fungus, a type of fungus.",earthstar fungus,1,995
188,n04579145,"a photo of a whiskey jug, a type of liquid storage utensil.",whiskey jug,1,901
189,n02988304,"a photo of a CD player, a type of electronic equipment.",CD player,1,485
190,n02942699,"a photo of a camera, a type of photographic equipment.",camera,0,99999
191,n03908618,a photo of a case.,case,1,709
192,n04238763,"a photo of a slide rule, a type of measuring instrument.",slide rule,1,798
193,n03623198,"a photo of a knee pad, a type of protective clothin.",knee pad,1,615
194,n04251144,"a photo of a snorkel, a type of sports equipment.",snorkel,1,801
195,n04154565,"a photo of a screwdriver, a type of handtool.",screwdriver,1,784
196,n11669921,"a photo of a flower, a type of plant.",flower,0,99999
197,n02974003,a photo of a car wheel.,car wheel,1,479
198,n03748162,"a photo of a retail store or shop, a type of sales building.",retail store or shop,0,99999
199,n04355933,"a photo of a sunglasses, a type of face accessory.",sunglasses,1,836
200,n03602883,"a photo of a joystick, a type of electronic equipment.",joystick,1,613
201,n03490324,"a photo of a handwear, a type of clothing accessory.",handwear,0,99999
202,n04435653,"a photo of a tile roof, a type of roof.",tile roof,1,858
203,n03954731,a photo of a block plane.,block plane,1,726
204,n01914609,"a photo of a sea anemone, a type of aquatic animal.",sea anemone,1,108
205,n01627424,"a photo of a amphibian, a type of animal.",amphibian,0,99999
206,n03775546,"a photo of a mixing bowl, a type of kitchen utensil.",mixing bowl,1,659
207,n04532670,"a photo of a viaduct, a type of buiding.",viaduct,1,888
208,n04438304,"a photo of a timer, a type of time measuring instrument.",timer,0,99999
209,n02950826,"a photo of a cannon, a type of weapon.",cannon,1,471
210,n03125870,"a photo of a craft vehicle, a type of transport vehicle.",craft vehicle,0,99999
211,n03042490,"a photo of a cliff dwelling, a type of building.",cliff dwelling,1,500
212,n03956157,"a photo of a planetarium, a type of building.",planetarium,1,727
213,n02971356,a photo of a cardboard box / carton.,cardboard box / carton,1,478
214,n03584829,"a photo of a clothes iron, a type of electrical appliance.",clothes iron,1,606
215,n04525038,a photo of a velvet fabric.,velvet fabric,1,885
216,n04542943,"a photo of a waffle iron, a type of electrical kitchen appliance.",waffle iron,1,891
217,n04401088,"a photo of a telephone, a type of electronic equipment.",telephone,0,99999
218,n03250847,a photo of a drumstick.,drumstick,1,542
219,n03697007,"a photo of a lumbermill, a type of factory building.",lumbermill,1,634
220,n02783161,"a photo of a ballpoint pen, a type of writing implement.",ballpoint pen,1,418
221,n04366367,"a photo of a suspension bridge, a type of buiding.",suspension bridge,1,839
222,n03763968,"a photo of a military uniform, a type of clothing.",military uniform,1,652
223,n03729826,a photo of a matchstick.,matchstick,1,644
224,n03032252,"a photo of a cinema, a type of movie theater.",cinema,1,498
225,n02321529,"a photo of a sea cucumber, a type of aquatic animal.",sea cucumber,1,329
226,n03761084,"a photo of a microwave oven, a type of electrical kitchen appliance.",microwave oven,1,651
227,n03075370,a photo of a combination lock.,combination lock,1,507
228,n03944341,"a photo of a pinwheel, a type of wheel.",pinwheel,1,723
229,n04311004,"a photo of a steel arch bridge, a type of bridge.",steel arch bridge,1,821
230,n04070727,"a photo of a refrigerator, a type of electrical appliance.",refrigerator,1,760
231,n04296562,"a photo of a stage, a type of building.",stage,1,819
232,n03837869,"a photo of a obelisk pillar monument, a type of buiding.",obelisk pillar monument,1,682
233,n03710193,a photo of a mailbox.,mailbox,1,637
234,n03781244,"a photo of a monastery, a type of building.",monastery,1,663
235,n02778669,"a photo of a ball, a type of sports equipment.",ball,0,99999
236,dummy104,"a photo of a computer, a type of electronic device.",computer,0,99999
237,n01940736,"a photo of a mollusk or shellfish, a type of aquatic animal.",mollusk or shellfish,0,99999
238,n04023962,"a photo of a punching bag, a type of sports equipment.",punching bag,1,747
239,n04033995,"a photo of a quilt or comforter, a type of bedroom furnishing.",quilt or comforter,1,750
240,n03614532,"a photo of a keyboard instrument, a type of musical instrument.",keyboard instrument,0,99999
241,n03290653,"a photo of a entertainment center, a type of furnishing.",entertainment center,1,548
242,n04286575,"a photo of a spotlight, a source of lighting.",spotlight,1,818
243,n01861778,"a photo of a mammal, mammalian.",mammal,0,99999
244,n02823428,"a photo of a beer bottle, a type of bottle.",beer bottle,1,440
245,n03743016,"a photo of a megalithic structure, a type of buiding.",megalithic structure,1,649
246,n02870880,"a photo of a bookcase, a type of furniture.",bookcase,1,453
247,n01784675,"a photo of a centipede, a type of insect.",centipede,1,79
248,n04417672,"a photo of a thatched roof, a type of roof.",thatched roof,1,853
249,n03457902,"a photo of a greenhouse, a type of glasshouse building.",greenhouse,1,580
250,n02769748,"a photo of a backpack or rucksack, a type of bag.",backpack or rucksack,1,414
251,n03938244,"a photo of a pillow or cushion, a type of furnishing.",pillow or cushion,1,721
252,n06794110,"a photo of a street sign, a type of signboard.",street sign,1,919
253,n09246464,"a photo of a cliff, a geological formation.",cliff,1,972
254,n04554684,"a photo of a washer or washing machine, a type of electrical appliance.",washer or washing machine,1,897
255,n04404412,"a photo of a television or TV, a type of electronic equipment.",television or TV,1,851
256,n02159955,"a photo of a insect, a type of animal.",insect,0,99999
257,n03709823,"a photo of a mailbag, a type of bag.",mailbag,1,636
258,n04149813,"a photo of a scoreboard, a type of signboarf.",scoreboard,1,781
259,n03297495,"a photo of a espresso maker, a type of electrical coffee maker.",espresso maker,1,550
260,n03782006,"a photo of a monitor, a type of electronic equipment.",monitor,1,664
261,n02730930,"a photo of a apron, a type of clothing.",apron,1,411
262,n02843684,"a photo of a birdhouse, a type of building.",birdhouse,1,448
263,n03208938,"a photo of a hydraulic brake, a type of disk brake system.",hydraulic brake,1,535
264,n03803284,a photo of a muzzle.,muzzle,1,676
265,n03544143,"a photo of a hourglass or sandglass, a type of time measuring instrument.",hourglass or sandglass,1,604
266,n02512053,"a photo of a fish, a type of animal.",fish,0,99999
267,n03967562,"a photo of a plow, plough.",plow,1,730
268,n09359803,"a photo of a mountain, a geological formation.",mountain,0,99999
269,n04485082,"a photo of a camera tripod standa, a type of camera equipment.",camera tripod standa,1,872
270,n04004767,"a photo of a printer, a type of electronic equipment.",printer,1,742
271,n04131690,"a photo of a salt shaker, a type of kitchen utensil.",salt shaker,1,773
272,n03271574,"a photo of a electric fan, a type of electrical appliance.",electric fan,1,545
273,n04442312,"a photo of a toaster, a type of electrical kitchen appliance.",toaster,1,859
274,n03151077,"a photo of a curtains or drapes, a type of furnishing.",curtains or drapes,0,99999
275,n03759954,"a photo of a microphone, a type of electronic equipment.",microphone,1,650
276,n03961711,"a photo of a plate rack, a type of kitchen utensil.",plate rack,1,729
277,n04009552,"a photo of a projector, a type of electronic equipment.",projector,1,745
278,n03773504,"a photo of a missile, a type of weapon.",missile,1,657
279,n04591713,"a photo of a wine bottle, a type of bottle.",wine bottle,1,907
280,n03649909,"a photo of a lawn mower, a type of electrical appliance.",lawn mower,1,621
281,n02319095,"a photo of a sea urchin, a type of aquatic animal.",sea urchin,1,328
282,n09433442,"a photo of a shore, a geological formation by water.",shore,0,99999
283,n03874599,a photo of a padlock.,padlock,1,695
284,n03481172,"a photo of a hammer, a type of handtool.",hammer,1,587
285,n02892767,"a photo of a bra, a type of undergarment.",bra,1,459
286,n03903868,"a photo of a pedestal, a type of buiding.",pedestal,1,708
287,n04228054,"a photo of a ski, a type of sports equipment.",ski,1,795
288,n03062245,"a photo of a cocktail shaker, a type of kitchen utensil.",cocktail shaker,1,503
289,n03381126,"a photo of a footwear, a type of clothing.",footwear,0,99999
290,n03924679,"a photo of a photocopier, a type of electronic equipment.",photocopier,1,713
291,n06874185,"a photo of a traffic light or traffic signal, a type of signboard.",traffic light or traffic signal,1,920
292,n03998194,"a photo of a prayer rug or mat, a type of carpet.",prayer rug or mat,1,741
293,n03841143,"a photo of a odometer, a type of mile measuring instrument.",odometer,1,685
294,n04501370,"a photo of a turnstile gate, a type of barrier.",turnstile gate,1,877
295,n03937543,a photo of a pill bottle.,pill bottle,1,720
296,n02794156,"a photo of a barometer, a type of pressure measuring instrument.",barometer,1,426
297,n04008634,"a photo of a projectile missile, a type of weapon.",projectile missile,1,744
298,n04376876,"a photo of a syringe, a type of medical instrument.",syringe,1,845
299,n03880531,"a photo of a cooking pan, a type of kitchen utensil.",cooking pan,0,99999
300,n04235291,"a photo of a sled or sledge or sleigh, a type of transport vehicle.",sled or sledge or sleigh,0,99999
301,n04356056,"a photo of a sunglasses or shades, a type of face accessory.",sunglasses or shades,1,837
302,n03990474,"a photo of a cooking pot, a type of kitchen utensil.",cooking pot,0,99999
303,n03502509,"a photo of a head covering or headgear, a type of clothing.",head covering or headgear,0,99999
304,n10565667,"a photo of a scuba diver, a type of person.",scuba diver,1,983
305,n04187547,"a photo of a shed, a type of building.",shed,0,99999
306,n03388183,"a photo of a fountain pen, a type of writing implement.",fountain pen,1,563
307,n02980441,"a photo of a castle, a type of building.",castle,1,483
308,n04026417,"a photo of a purse, a type of bag.",purse,1,748
309,n01503061,"a photo of a bird, a type of animal.",bird,0,99999
310,n03000684,"a photo of a chain saw, a type of handtool.",chain saw,1,491
311,n04367480,"a photo of a mop, a type of cleaning equipment.",mop,1,840
312,n04162706,"a photo of a seat belt, a type of safety belt.",seat belt,1,785
313,n04550184,"a photo of a wardrobe or closet, a type of furniture.",wardrobe or closet,1,894
314,n04317175,"a photo of a stethoscope, a type of medical instrument.",stethoscope,1,823
315,n04005630,"a photo of a prison, a type of building.",prison,1,743
316,n03141823,"a photo of a crutch, a type of medical equipment.",crutch,1,523
317,n03327234,"a photo of a fence, a type of buiding.",fence,0,99999
318,n01917289,"a photo of a brain coral, a type of coral.",brain coral,1,109
319,n02317335,"a photo of a starfish, a type of aquatic animal.",starfish,1,327
320,n12985857,"a photo of a coral fungus, a type of fungus.",coral fungus,1,991
321,n09256479,"a photo of a coral reef, a geological formation.",coral reef,1,973
322,n04081281,"a photo of a restaurant or eatery, a type of building.",restaurant or eatery,1,762
323,n04372370,a photo of a electrical switch.,electrical switch,1,844
324,n09421951,"a photo of a sandbank or shoal, a geological formation.",sandbank or shoal,1,977
325,n04599235,a photo of a wool.,wool,1,911
326,dummy110,"a photo of a machine, a type of equipment.",machine,0,99999
327,n10148035,"a photo of a groom or bridegroom, a type of person.",groom or bridegroom,1,982
328,n04458633,"a photo of a totem pole pillar monument , a type of buiding.",totem pole pillar monument ,1,863
329,n03041632,"a photo of a meat cleaver, a type of kitchen knife.",meat cleaver,1,499
330,n04330267,"a photo of a stove, a type of electrical appliance.",stove,1,827
331,n04523525,"a photo of a vaulted or arched ceiling, a type of roof.",vaulted or arched ceiling,1,884 
332,n03127925,a photo of a crate.,crate,1,519
333,n03874293,a photo of a paddle wheel.,paddle wheel,1,694
334,dummy112,"a photo of a keyboard, a type of electronic computer equipment.",keyboard,0,99999
335,n04041544,"a photo of a wireless radio, a type of electronic equipment.",wireless radio,1,754
336,dummy35,"a photo of a armor, a type of clothing.",armor,0,99999
337,n02879718,"a photo of a bow, a type of weapon.",bow,1,456
338,n02979186,"a photo of a cassette player, a type of electronic equipment.",cassette player,1,482
339,n09468604,"a photo of a valley, a geological formation.",valley,1,979
340,n03160309,"a photo of a dam, a type of water barrier.",dam,1,525
341,n02757462,"a photo of a audio or sound system, a type of electronic equipment.",audio or sound system,0,99999
342,n03314378,"a photo of a face mask, a type of clothing.",face mask,0,99999
343,n03932670,"a photo of a piece of cloth, a type of cloth.",piece of cloth,0,99999
344,n03133878,"a photo of a Crock Pot, a type of electrical cooker.",Crock Pot,1,521
345,n04355338,"a photo of a sundial, a type of time measuring instrument.",sundial,1,835
346,n03992509,"a photo of a potter's wheel, a type of wheel.",potter's wheel,1,739
347,n01769347,"a photo of a arachnid, a type of spider insect.",arachnid,0,99999
348,n07930864,"a photo of a teacup, a type of drinking cup.",teacup,1,968
349,n04392985,"a photo of a tape player, a type of electronic equipment.",tape player,1,848
350,n04586932,"a photo of a wind instrument, a type of musical instrument.",wind instrument,0,99999
351,n04039381,"a photo of a racket or racquet, a type of sports equipment.",racket or racquet,1,752
352,n03661043,"a photo of a library, a type of building.",library,1,624
353,dummy20,"a photo of a mushroom, a type of fungus.",mushroom,0,99999
354,n04208210,"a photo of a shovel, a type of handtool.",shovel,1,792
355,n03733805,"a photo of a measuring cup, a type of kitchen utensil.",measuring cup,1,647
356,n03857828,"a photo of a cathode-ray oscilloscope, a type of electronic equipment.",cathode-ray oscilloscope,1,688
357,n01661091,"a photo of a reptile, a type of animal.",reptile,0,99999
358,n04111531,"a photo of a rotisserie, a type of electrical kitchen appliance.",rotisserie,1,766
359,n04263257,"a photo of a soup bowl, a type of kitchen utensil.",soup bowl,1,809
360,n03958227,"a photo of a plastic bag, a type of bag.",plastic bag,1,728
361,n04118776,"a photo of a ruler measuring stick, a type of measuring instrument.",ruler measuring stick,1,769
362,n03355925,"a photo of a flagpole, a type of staff.",flagpole,1,557
363,n03026506,"a photo of a Christmas stocking, a type of clothing.",Christmas stocking,1,496
364,n02814860,"a photo of a beacon or lighthouse, a type of tower.",beacon or lighthouse,1,437
365,n04476259,"a photo of a tray, a type of kitchen utensil.",tray,1,868
366,n03995372,"a photo of a power drill, a type of handtool.",power drill,1,740
367,n04152593,"a photo of a CRT screen, a type of video display.",CRT screen,1,782
368,n03197337,"a photo of a digital watch, a type of clock.",digital watch,1,531
369,n04613696,"a photo of a yurt, a type of building.",yurt,1,915
370,n04338517,"a photo of a stringed instrument, a type of musical instrument.",stringed instrument,0,99999
371,n04277352,"a photo of a spindle, a type of stick.",spindle,1,816
372,n04179913,"a photo of a sewing machine, a type of appliance.",sewing machine,1,786
373,n04270147,"a photo of a spatula, a type of kitchen utensil.",spatula,1,813
374,n03983396,"a photo of a pop bottle or soda bottle, a type of bottle.",pop bottle or soda bottle,1,737
375,n04074963,"a photo of a remote control, a type of electronic equipment.",remote control,1,761
376,n04576211,"a photo of a wheeled vehicle, a type of transport vehicle.",wheeled vehicle,0,99999
377,n03953416,"a photo of a place of worship or house of prayer, a type of building.",place of worship or house of prayer,0,99999
378,n03483316,"a photo of a hair dryer or hair drier, a type of electrical appliance.",hair dryer or hair drier,1,589
379,n03046257,"a photo of a clock, a type of time measuring instrument.",clock,0,99999
380,n03877845,"a photo of a palace, a type of building.",palace,1,698
381,n03915437,"a photo of a percussion instrument, a type of musical instrument.",percussion instrument,0,99999
382,n03419014,a photo of a garment or clothing.,garment or clothing,0,99999
383,n03089624,"a photo of a confectionery or candy store, a type of building.",confectionery or candy store,1,509
384,n03016953,"a photo of a chiffonier or commode, a type of chest of drawers.",chiffonier or commode,1,493
385,n02776631,"a photo of a bakery, a type of bakeshop building.",bakery,1,415
386,n03128519,"a photo of a cream or ointment, a type of toiletery.",cream or ointment,0,99999
387,n03976467,"a photo of a Polaroid camera, a type of camera.",Polaroid camera,1,732
388,n01833805,"a photo of a hummingbird, a type of bird.",hummingbird,1,94
389,n03884397,"a photo of a pan flute or panpipe, a type of musical wind instrument.",pan flute or panpipe,1,699
390,n03467517,"a photo of a guitar, a type of stringed musical instrument.",guitar,0,99999
