index,node,prompt,class_name,is_leaf,classidx
69,n03733925,a photo of a measuring instrument.,measuring instrument,0,99999
70,n03794056,a photo of a mouse trap.,mouse trap,1,674
71,n03843555,a photo of a oil filter.,oil filter,1,686
72,n04456115,a photo of a torch.,torch,1,862
73,n03467068,a photo of a guillotine.,guillotine,1,583
74,n03950228,a photo of a drink pitcher.,drink pitcher,1,725
75,n03278248,a photo of a electronic equipment.,electronic equipment,0,99999
76,n03051540,a photo of a clothing (apparel).,clothing (apparel),0,99999
77,n03764736,a photo of a milk can.,milk can,1,653
78,n03926148,a photo of a photographic equipment.,photographic equipment,0,99999
79,n02699494,a photo of a altar.,altar,1,406
80,n04423845,a photo of a sewing thimble.,sewing thimble,1,855
81,n04399382,a photo of a teddy bear.,teddy bear,1,850
82,dummy230,a photo of a source of illumination or lighting.,source of illumination or lighting,0,99999
83,n04553703,a photo of a sink.,sink,1,896
84,n04116512,a photo of a rubber pencil eraser.,rubber pencil eraser,1,767
85,n04081844,a photo of a restraint.,restraint,0,99999
86,n03800933,a photo of a musical instrument.,musical instrument,0,99999
87,n03991062,a photo of a plant pot.,plant pot,1,738
88,n03603722,a photo of a jug.,jug,0,99999
89,dummy80,a photo of a   basket.,  basket,0,99999
90,n03940256,a photo of a pin.,pin,0,99999
91,n02913152,a photo of a building.,building,0,99999
92,n03126707,a photo of a construction crane.,construction crane,1,517
93,n03906997,a photo of a pen.,pen,0,99999
94,n02773037,a photo of a bag.,bag,0,99999
95,n04284002,a photo of a spoon.,spoon,0,99999
96,n04565375,a photo of a weapon.,weapon,0,99999
97,n00017222,a photo of a plant life.,plant life,0,99999
98,n09287968,a photo of a geological formation.,geological formation,0,99999
99,n03773035,a photo of a mirror.,mirror,0,99999
100,n06359193,a photo of a web site.,web site,1,916
101,dummy119,a photo of a savings bank.,savings bank,0,99999
102,n04507155,a photo of a umbrella.,umbrella,1,879
103,n03929660,a photo of a plectrum.,plectrum,1,714
104,dummy21,a photo of a fungus.,fungus,0,99999
105,n03527444,a photo of a holster.,holster,1,597
106,dummy677,a photo of a stick.,stick,0,99999
107,n04153751,a photo of a screw.,screw,1,783
108,n03706653,a photo of a magnetic disk.,magnetic disk,0,99999
109,n02795169,a photo of a barrel.,barrel,1,427
110,n03804744,a photo of a nail.,nail,1,677
111,n03065424,a photo of a spiral or coil.,spiral or coil,1,506
112,n03532672,a photo of a hook.,hook,1,600
113,n04019541,a photo of a hockey puck.,hockey puck,1,746
114,n04509592,a photo of a uniform.,uniform,0,99999
115,n02769748,a photo of a backpack or rucksack.,backpack or rucksack,1,414
116,n03014705,a photo of a chest.,chest,1,492
117,n03880531,a photo of a cooking pan.,cooking pan,0,99999
118,n03753077,a photo of a meter.,meter,0,99999
119,n03658185,a photo of a letter opener.,letter opener,1,623
120,n02841315,a photo of a binoculars.,binoculars,1,447
121,n04367480,a photo of a mop.,mop,1,840
122,n07730033,a photo of a cardoon.,cardoon,1,946
123,n03388183,a photo of a fountain pen.,fountain pen,1,563
124,dummy112,a photo of a keyboard.,keyboard,0,99999
125,n04557648,a photo of a water bottle.,water bottle,1,898
126,n03924679,a photo of a photocopier.,photocopier,1,713
127,n04542943,a photo of a waffle iron.,waffle iron,1,891
128,n04586932,a photo of a wind instrument.,wind instrument,0,99999
129,n03792972,a photo of a tent.,tent,1,672
130,n03816005,a photo of a neckwear.,neckwear,0,99999
131,n04228054,a photo of a ski.,ski,1,795
132,n03584829,a photo of a clothes iron.,clothes iron,1,606
133,n04525038,a photo of a velvet fabric.,velvet fabric,1,885
134,n02999410,a photo of a chain.,chain,1,488
135,n03944341,a photo of a pinwheel.,pinwheel,1,723
136,n04040759,a photo of a radiator.,radiator,1,753
137,n03623556,a photo of a knife.,knife,0,99999
138,n09835506,a photo of a ballplayer.,ballplayer,1,981
139,n04131690,a photo of a saltshaker.,saltshaker,1,773
140,n03871628,a photo of a product packet / packaging.,product packet / packaging,1,692
141,n02823750,a photo of a beer glass.,beer glass,1,441
142,n07715103,a photo of a cauliflower.,cauliflower,1,938
143,n09246464,a photo of a cliff.,cliff,1,972
144,n12992868,a photo of a fungus.,fungus,0,99999
145,dummy35,a photo of a armor.,armor,0,99999
146,n03958227,a photo of a plastic bag.,plastic bag,1,728
147,n02778669,a photo of a ball.,ball,0,99999
148,n03899768,a photo of a patio or terrace.,patio or terrace,1,706
149,n03046257,a photo of a clock.,clock,0,99999
150,n04265275,a photo of a space heater.,space heater,1,811
151,n04317175,a photo of a stethoscope.,stethoscope,1,823
152,n04550184,a photo of a wardrobe or closet.,wardrobe or closet,1,894
153,n03623198,a photo of a knee pad.,knee pad,1,615
154,n04081281,a photo of a restaurant.,restaurant,1,762
155,n03733805,a photo of a measuring cup.,measuring cup,1,647
156,n03793489,a photo of a computer mouse.,computer mouse,1,673
157,n03775546,a photo of a mixing bowl.,mixing bowl,1,659
158,n03633091,a photo of a ladle.,ladle,1,618
159,n03316406,a photo of a factory or mill.,factory or mill,0,99999
160,n03314378,a photo of a face mask.,face mask,0,99999
161,n03709823,a photo of a mailbag.,mailbag,1,636
162,n02316707,a photo of a echinoderm.,echinoderm,0,99999
163,n01661091,a photo of a reptile.,reptile,0,99999
164,n02988304,a photo of a CD player.,CD player,1,485
165,n02794156,a photo of a barometer.,barometer,1,426
166,n09399592,a photo of a promontory or headland.,promontory or headland,1,976
167,n02942699,a photo of a camera.,camera,0,99999
168,n03777754,a photo of a modem.,modem,1,662
169,n03760671,a photo of a microscope.,microscope,0,99999
170,n07713895,a photo of a cabbage.,cabbage,0,99999
171,n02793495,a photo of a barn.,barn,1,425
172,n04392985,a photo of a tape player.,tape player,1,848
173,n03803284,a photo of a muzzle.,muzzle,1,676
174,n03419014,a photo of a garment or clothing.,garment or clothing,0,99999
175,n04111531,a photo of a rotisserie.,rotisserie,1,766
176,n04141975,a photo of a scale.,scale,1,778
177,n03211117,a photo of a video display.,video display,0,99999
178,n13134947,a photo of a fruit.,fruit,0,99999
179,n04074963,a photo of a remote control.,remote control,1,761
180,n04613696,a photo of a yurt.,yurt,1,915
181,n03874293,a photo of a paddle wheel.,paddle wheel,1,694
182,n04125853,a photo of a safety belt.,safety belt,0,99999
183,n02512053,a photo of a fish.,fish,0,99999
184,n04154565,a photo of a screwdriver.,screwdriver,1,784
185,n04179913,a photo of a sewing machine.,sewing machine,1,786
186,n04033901,a photo of a quill pen.,quill pen,1,749
187,n03743902,a photo of a memorial monument.,memorial monument,0,99999
188,n07715561,a photo of a squash.,squash,0,99999
189,n04376876,a photo of a syringe.,syringe,1,845
190,n04597913,a photo of a wooden spoon.,wooden spoon,1,910
191,n03857828,a photo of a cathode-ray oscilloscope.,cathode-ray oscilloscope,1,688
192,n04204238,a photo of a shopping basket.,shopping basket,1,790
193,n03873416,a photo of a paddle.,paddle,1,693
194,n02666196,a photo of a abacus.,abacus,1,398
195,n01861778,a photo of a mammal.,mammal,0,99999
196,n04596852,a photo of a women's clothing.,women's clothing,0,99999
197,n03490324,a photo of a handwear.,handwear,0,99999
198,n03015254,a photo of a chest of drawers.,chest of drawers,0,99999
199,n03063599,a photo of a coffee mug.,coffee mug,1,504
200,n04576211,a photo of a wheeled vehicle.,wheeled vehicle,0,99999
201,n06785654,a photo of a crossword puzzle.,crossword puzzle,1,918
202,n03649909,a photo of a lawn mower.,lawn mower,1,621
203,n04009552,a photo of a projector.,projector,1,745
204,n03042490,a photo of a cliff dwelling.,cliff dwelling,1,500
205,n04336792,a photo of a stretcher.,stretcher,1,830
206,n03729826,a photo of a matchstick.,matchstick,1,644
207,n02974003,a photo of a car wheel.,car wheel,1,479
208,n03075370,a photo of a combination lock.,combination lock,1,507
209,n03759954,a photo of a microphone.,microphone,1,650
210,dummy104,a photo of a computer.,computer,0,99999
211,n04026417,a photo of a purse.,purse,1,748
212,n03657121,a photo of a lens cap.,lens cap,1,622
213,n01914609,a photo of a sea anemone.,sea anemone,1,108
214,n03710193,a photo of a mailbox.,mailbox,1,637
215,n03290653,a photo of a entertainment center.,entertainment center,1,548
216,n03101156,a photo of a cooker.,cooker,0,99999
217,n04447443,a photo of a toiletry or toilet articles.,toiletry or toilet articles,0,99999
218,n03773504,a photo of a missile.,missile,1,657
219,n03848348,a photo of a opener.,opener,0,99999
220,n03320046,a photo of a fan.,fan,0,99999
221,n09359803,a photo of a mountain.,mountain,0,99999
222,n01627424,a photo of a amphibian.,amphibian,0,99999
223,n04476259,a photo of a tray.,tray,1,868
224,n01503061,a photo of a bird.,bird,0,99999
225,n02730930,a photo of a apron.,apron,1,411
226,n03733281,a photo of a maze (labyrinth).,maze (labyrinth),1,646
227,n03983396,a photo of a pop bottle.,pop bottle,1,737
228,n01915811,a photo of a coral.,coral,0,99999
229,n04599235,a photo of a wool.,wool,1,911
230,n03492542,a photo of a hard disk drive.,hard disk drive,1,592
231,n02783161,a photo of a ballpoint pen.,ballpoint pen,1,418
232,n04555897,a photo of a watch.,watch,0,99999
233,n03614532,a photo of a keyboard instrument.,keyboard instrument,0,99999
234,n07714990,a photo of a broccoli.,broccoli,1,937
235,n03457902,a photo of a greenhouse.,greenhouse,1,580
236,n03781244,a photo of a monastery.,monastery,1,663
237,n07718747,a photo of a artichoke.,artichoke,1,944
238,n03250847,a photo of a drumstick.,drumstick,1,542
239,n04403638,a photo of a telescope.,telescope,0,99999
240,n04296261,a photo of a staff.,staff,0,99999
241,n03961711,a photo of a plate rack.,plate rack,1,729
242,n04560804,a photo of a water jug.,water jug,1,899
243,n09443453,a photo of a natural spring fountain.,natural spring fountain,0,99999
244,n03661043,a photo of a library.,library,1,624
245,n09433442,a photo of a shore.,shore,0,99999
246,n03874599,a photo of a padlock.,padlock,1,695
247,n09406793,a photo of a reef.,reef,0,99999
248,n04187547,a photo of a shed.,shed,0,99999
249,n03425413,a photo of a gas pump.,gas pump,1,571
250,n03388043,a photo of a fountain.,fountain,1,562
251,n04070727,a photo of a refrigerator.,refrigerator,1,760
252,n02870880,a photo of a bookcase.,bookcase,1,453
253,n03937543,a photo of a pill bottle.,pill bottle,1,720
254,n04517823,a photo of a vacuum cleaner.,vacuum cleaner,1,882
255,n02815834,a photo of a beaker.,beaker,1,438
256,n03000684,a photo of a chain saw.,chain saw,1,491
257,dummy773,a photo of a support structure.,support structure,0,99999
258,n04404412,a photo of a television.,television,1,851
259,n02906734,a photo of a broom.,broom,1,462
260,n04417809,a photo of a theater.,theater,0,99999
261,n04272054,a photo of a spectacles or glasses.,spectacles or glasses,0,99999
262,n09214060,a photo of a bar.,bar,0,99999
263,n02971356,a photo of a cardboard box / carton.,cardboard box / carton,1,478
264,n04263257,a photo of a soup bowl.,soup bowl,1,809
265,n02823428,a photo of a beer bottle.,beer bottle,1,440
266,n07734744,a photo of a mushroom.,mushroom,1,947
267,n04270147,a photo of a spatula.,spatula,1,813
268,dummy110,a photo of a machine.,machine,0,99999
269,n03125870,a photo of a craft.,craft,0,99999
270,n04041544,a photo of a wireless radio.,wireless radio,1,754
271,n01940736,a photo of a mollusk or shellfish.,mollusk or shellfish,0,99999
272,n03074380,a photo of a column.,column,0,99999
273,n04091097,a photo of a rig.,rig,0,99999
274,n03502509,a photo of a headdress or headgear.,headdress or headgear,0,99999
275,n03381126,a photo of a footwear.,footwear,0,99999
276,n03967562,a photo of a plow.,plow,1,730
277,n07718472,a photo of a cucumber.,cucumber,1,943
278,n10148035,a photo of a groom.,groom,1,982
279,n03954731,a photo of a block plane.,block plane,1,726
280,n03483316,a photo of a hair dryer or hair drier.,hair dryer or hair drier,1,589
281,n02796623,a photo of a barrier.,barrier,0,99999
282,n03915437,a photo of a percussion instrument.,percussion instrument,0,99999
283,n01767661,a photo of a anthropod.,anthropod,0,99999
284,n03786901,a photo of a mortar and pestle.,mortar and pestle,1,666
285,n02979186,a photo of a cassette player.,cassette player,1,482
286,n04579145,a photo of a whiskey jug.,whiskey jug,1,901
287,n04338517,a photo of a stringed instrument.,stringed instrument,0,99999
288,n02950826,a photo of a cannon.,cannon,1,471
289,n04039381,a photo of a racket or racquet.,racket or racquet,1,752
290,n04208210,a photo of a shovel.,shovel,1,792
291,n03956157,a photo of a planetarium.,planetarium,1,727
292,n04554684,a photo of a washer or washing machine.,washer or washing machine,1,897
293,n03062245,a photo of a cocktail shaker.,cocktail shaker,1,503
294,n03877845,a photo of a palace.,palace,1,698
295,n04372370,a photo of a electrical switch.,electrical switch,1,844
296,n03932670,a photo of a piece of cloth.,piece of cloth,0,99999
297,n03405725,a photo of a piece of furniture.,piece of furniture,0,99999
298,n04286575,a photo of a spotlight.,spotlight,1,818
299,n04355338,a photo of a sundial.,sundial,1,835
300,n03935335,a photo of a piggy bank.,piggy bank,1,719
301,n03748162,a photo of a retail store or shop.,retail store or shop,0,99999
302,n04105068,a photo of a roof.,roof,0,99999
303,n03992509,a photo of a potter's wheel.,potter's wheel,1,739
304,n04251144,a photo of a snorkel.,snorkel,1,801
305,n02965783,a photo of a car mirror.,car mirror,1,475
306,n04296562,a photo of a stage.,stage,1,819
307,n04217882,a photo of a signboard.,signboard,0,99999
308,n06596364,a photo of a comic book.,comic book,1,917
309,n09468604,a photo of a valley.,valley,1,979
310,n01922303,a photo of a worm.,worm,0,99999
311,n03638321,a photo of a landing.,landing,0,99999
312,n07570720,a photo of a cooked food.,cooked food,0,99999
313,n04238763,a photo of a slide rule.,slide rule,1,798
314,n03529860,a photo of a home theater.,home theater,1,598
315,n04134632,a photo of a sandglass.,sandglass,0,99999
316,n03080497,a photo of a compass.,compass,0,99999
317,n03127925,a photo of a crate.,crate,1,519
318,n03976657,a photo of a pole.,pole,1,733
319,n04004767,a photo of a printer.,printer,1,742
320,n02891188,a photo of a brake system.,brake system,0,99999
321,n03776460,a photo of a mobile home.,mobile home,1,660
322,n02898711,a photo of a bridge.,bridge,0,99999
323,n02966687,a photo of a carpenter's tool kit.,carpenter's tool kit,1,477
324,n03761084,a photo of a microwave oven.,microwave oven,1,651
325,n04522168,a photo of a vase.,vase,1,883
326,n04401088,a photo of a telephone.,telephone,0,99999
327,n04438304,a photo of a timer.,timer,0,99999
328,n02757462,a photo of a audio or sound system.,audio or sound system,0,99999
329,n04591713,a photo of a wine bottle.,wine bottle,1,907
330,n04127249,a photo of a safety pin.,safety pin,1,772
331,n02980441,a photo of a castle.,castle,1,483
332,n04078574,a photo of a reservoir.,reservoir,0,99999
333,n04277352,a photo of a spindle.,spindle,1,816
334,n04485082,a photo of a tripod.,tripod,1,872
335,n03825788,a photo of a baby pacifier.,baby pacifier,1,680
336,n04442312,a photo of a toaster.,toaster,1,859
337,n03953416,a photo of a place of worship or house of prayer.,place of worship or house of prayer,0,99999
338,n02877765,a photo of a bottle cap.,bottle cap,1,455
339,n04460130,a photo of a tower.,tower,0,99999
340,n07720875,a photo of a bell pepper.,bell pepper,1,945
341,n07881800,a photo of a beverage or drink.,beverage or drink,0,99999
342,n03995372,a photo of a power drill.,power drill,1,740
343,n10565667,a photo of a scuba diver.,scuba diver,1,983
344,n03207941,a photo of a dishwasher or dishwashing machine.,dishwasher or dishwashing machine,1,534
345,n03481172,a photo of a hammer.,hammer,1,587
346,n03782006,a photo of a monitor.,monitor,1,664
347,n03141823,a photo of a crutch.,crutch,1,523
348,n03970156,a photo of a plunger.,plunger,1,731
349,n03482405,a photo of a hamper basket.,hamper basket,1,588
350,n03343853,a photo of a firearm.,firearm,0,99999
351,n02843684,a photo of a birdhouse.,birdhouse,1,448
352,n03908618,a photo of a case.,case,1,709
353,n01910747,a photo of a jellyfish.,jellyfish,1,107
354,n02764044,a photo of a axe.,axe,0,99999
355,n02879718,a photo of a bow.,bow,1,456
356,n03636649,a photo of a lamp.,lamp,0,99999
357,n03990474,a photo of a cooking pot.,cooking pot,0,99999
358,n04005630,a photo of a prison.,prison,1,743
359,dummy54,a photo of a sled.,sled,0,99999
360,n04571292,a photo of a exercising weights.,exercising weights,0,99999
361,n03735637,a photo of a measuring stick.,measuring stick,0,99999
362,n04008634,a photo of a projectile.,projectile,1,744
363,n03472232,a photo of a gymnastic apparatus.,gymnastic apparatus,0,99999
364,n03443371,a photo of a goblet.,goblet,1,572
365,n04125021,a photo of a safe.,safe,1,771
366,n02825657,a photo of a bell cote.,bell cote,1,442
367,n03063338,a photo of a coffee maker.,coffee maker,0,99999
368,n03323703,a photo of a fastener.,fastener,0,99999
369,n03888257,a photo of a parachute.,parachute,1,701
370,n04330267,a photo of a stove.,stove,1,827
371,n02933112,a photo of a cabinet.,cabinet,0,99999
372,n07800740,a photo of a animal fodder.,animal fodder,0,99999
373,n03602883,a photo of a joystick.,joystick,1,613
374,n11669921,a photo of a flower.,flower,0,99999
375,n03454707,a photo of a grate.,grate,0,99999
376,n03691459,a photo of a loudspeaker.,loudspeaker,1,632
377,n03938244,a photo of a pillow or cushion.,pillow or cushion,1,721
378,n03113152,a photo of a cosmetic.,cosmetic,0,99999
379,n02062017,a photo of a aquatic mammal.,aquatic mammal,0,99999
380,n03259280,a photo of a Dutch oven.,Dutch oven,1,544
381,n04235291,a photo of a sled.,sled,0,99999
382,n03249569,a photo of a drum.,drum,1,541
383,n04229816,a photo of a ski mask.,ski mask,1,796
384,n09332890,a photo of a lakeside.,lakeside,1,975
385,n03028079,a photo of a church.,church,1,497
386,n04097866,a photo of a robe.,robe,0,99999
387,n03540267,a photo of a hosiery.,hosiery,0,99999
388,n04508163,a photo of a undergarments.,undergarments,0,99999
389,n03706229,a photo of a magnetic compass.,magnetic compass,1,635
390,n02834397,a photo of a baby's bib.,baby's bib,1,443
391,n03544143,a photo of a hourglass.,hourglass,1,604
392,n01871265,a photo of a tusker animal.,tusker animal,1,101
393,n02134971,a photo of a viverrine mammal.,viverrine mammal,0,99999
394,n03216828,a photo of a dock.,dock,1,536
395,n02129604,a photo of a tiger.,tiger,1,292
396,n03221720,a photo of a door.,door,0,99999
397,n03727837,a photo of a mat.,mat,0,99999
398,n04370048,a photo of a sweater.,sweater,0,99999
399,n03551084,a photo of a hydraulic brake.,hydraulic brake,0,99999
400,n04328186,a photo of a stopwatch.,stopwatch,1,826
401,n07754684,a photo of a jackfruit.,jackfruit,1,955
402,n07760859,a photo of a custard apple.,custard apple,1,956
403,n02686568,a photo of a aircraft.,aircraft,0,99999
404,n12267677,a photo of a acorn.,acorn,1,988
405,n03447721,a photo of a gong.,gong,1,577
406,n01917289,a photo of a brain coral.,brain coral,1,109
407,n09421951,a photo of a sandbar.,sandbar,1,977
408,n02970849,a photo of a cart.,cart,0,99999
409,n12620546,a photo of a rose hip.,rose hip,1,989
410,n03134739,a photo of a croquet ball.,croquet ball,1,522
411,n02951585,a photo of a can opener.,can opener,1,473
412,n03017168,a photo of a chime.,chime,1,494
413,n02862048,a photo of a body armor.,body armor,0,99999
414,n09472597,a photo of a volcano.,volcano,1,980
415,n02871525,a photo of a bookshop or bookstore.,bookshop or bookstore,1,454
416,n01945685,a photo of a slug.,slug,1,114
417,n02992211,a photo of a cello.,cello,1,486
418,n02727426,a photo of a apiary.,apiary,1,410
419,n02643566,a photo of a lionfish.,lionfish,1,396
420,n01833805,a photo of a hummingbird.,hummingbird,1,94
421,n03976467,a photo of a Polaroid camera.,Polaroid camera,1,732
422,n01844917,a photo of a aquatic bird.,aquatic bird,0,99999
423,n03327234,a photo of a fence.,fence,0,99999
424,n03089624,a photo of a confectionery or candy store.,confectionery or candy store,1,509
425,n01529672,a photo of a finch.,finch,0,99999
426,n03902125,a photo of a pay-phone.,pay-phone,1,707
427,n03032252,a photo of a cinema.,cinema,1,498
428,n11879895,a photo of a rapeseed.,rapeseed,1,984
429,n02317335,a photo of a starfish.,starfish,1,327
430,n04149813,a photo of a scoreboard.,scoreboard,1,781
431,n04596742,a photo of a wok.,wok,1,909
432,n02672831,a photo of a piano accordion.,piano accordion,1,401
433,n04069434,a photo of a reflex camera.,reflex camera,1,759
434,n03697007,a photo of a lumbermill.,lumbermill,1,634
435,n04447861,a photo of a toilet seat.,toilet seat,1,861
436,n02872752,a photo of a boot.,boot,0,99999
437,n01974773,a photo of a crustacean.,crustacean,0,99999
438,n03535780,a photo of a horizontal bar.,horizontal bar,1,602
439,n13040303,a photo of a stinkhorn fungus.,stinkhorn fungus,1,994
440,n04197391,a photo of a shirt.,shirt,0,99999
441,n07622061,a photo of a baked goods.,baked goods,0,99999
442,n03220513,a photo of a dome.,dome,1,538
443,n06874185,a photo of a traffic light or traffic signal.,traffic light or traffic signal,1,920
444,n04435653,a photo of a tile roof.,tile roof,1,858
445,n01514859,a photo of a hen.,hen,1,8
446,n04230808,a photo of a skirt.,skirt,0,99999
447,n02441326,a photo of a musteline mammal.,musteline mammal,0,99999
448,n02606052,a photo of a rock beauty fish.,rock beauty fish,1,392
449,n01874434,a photo of a marsupial or pouched mammal.,marsupial or pouched mammal,0,99999
450,n02329401,a photo of a rodent.,rodent,0,99999
451,n03001627,a photo of a chair.,chair,0,99999
452,n01482330,a photo of a shark.,shark,0,99999
453,n03188531,a photo of a diaper (nappy).,diaper (nappy),1,529
454,n02640242,a photo of a sturgeon fish.,sturgeon fish,1,394
455,n03133878,a photo of a Crock Pot.,Crock Pot,1,521
456,n01514668,a photo of a rooster.,rooster,1,7
457,n02790996,a photo of a barbells.,barbells,1,422
458,n02456962,a photo of a tree sloth.,tree sloth,0,99999
459,n01950731,a photo of a sea slug.,sea slug,1,115
460,n03733131,a photo of a may pole.,may pole,1,645
461,n03085013,a photo of a computer keyboard.,computer keyboard,1,508
462,n03196324,a photo of a digital computer.,digital computer,0,99999
463,n03513137,a photo of a helmet.,helmet,0,99999
464,dummy20,a photo of a mushroom.,mushroom,0,99999
465,n01784675,a photo of a centipede.,centipede,1,79
466,n04540053,a photo of a volleyball.,volleyball,1,890
467,n04243546,a photo of a slot machine.,slot machine,1,800
468,n02787622,a photo of a banjo.,banjo,1,420
469,n07717070,a photo of a winter squash.,winter squash,0,99999
470,n03057021,a photo of a coat.,coat,0,99999
471,n03427296,a photo of a gate.,gate,0,99999
472,n04417672,a photo of a thatched roof.,thatched roof,1,853
473,n03063689,a photo of a coffeepot.,coffeepot,1,505
474,n01440764,a photo of a tench.,tench,1,0
475,n04464852,a photo of a tracked vehicle.,tracked vehicle,0,99999
476,n04151581,a photo of a screen.,screen,0,99999
477,n02791270,a photo of a barbershop.,barbershop,1,424
478,n03445777,a photo of a golf ball.,golf ball,1,574
479,n01726692,a photo of a snake.,snake,0,99999
480,n03891332,a photo of a parking meter.,parking meter,1,704
481,n02120997,a photo of a feline.,feline,0,99999
482,n13133613,a photo of a ear of corn.,ear of corn,1,998
483,n01823013,a photo of a cuckoo.,cuckoo,0,99999
484,n03337140,a photo of a file cabinet.,file cabinet,1,553
485,n03485794,a photo of a handkerchief.,handkerchief,1,591
486,n07715721,a photo of a summer squash.,summer squash,0,99999
487,n01518878,a photo of a ostrich.,ostrich,1,9
488,n04118776,a photo of a ruler measuring stick.,ruler measuring stick,1,769
489,n07609840,a photo of a dessert or sweet.,dessert or sweet,0,99999
490,n02954340,a photo of a cap.,cap,0,99999
491,n01639765,a photo of a frog or toad.,frog or toad,0,99999
492,n03825080,a photo of a nightwear (sleepwear).,nightwear (sleepwear),0,99999
493,n04311004,a photo of a steel arch bridge.,steel arch bridge,1,821
494,n02992529,a photo of a cellular telephone.,cellular telephone,1,487
495,n01592084,a photo of a chickadee.,chickadee,1,19
496,n04311174,a photo of a steel drum.,steel drum,1,822
497,n03196217,a photo of a digital clock.,digital clock,1,530
498,n02526121,a photo of a eel.,eel,1,390
499,n02324045,a photo of a rabbit.,rabbit,0,99999
500,n03461385,a photo of a grocery store.,grocery store,1,582
501,n04459362,a photo of a towel.,towel,0,99999
502,n04505470,a photo of a typewriter keyboard.,typewriter keyboard,1,878
503,n07753113,a photo of a fig.,fig,1,952
504,n07753592,a photo of a banana.,banana,1,954
505,n03854065,a photo of a pipe organ.,pipe organ,1,687
506,n01534433,a photo of a junco or snowbird.,junco or snowbird,1,13
