index,node,prompt,class_name,is_leaf,classidx
37,n0038,a photo of a geranium flower.,geranium,1,30
38,n0039,a photo of a bee balm flower.,bee_balm,1,31
39,n0040,a photo of a clematis flower.,clematis,1,32
40,n0041,a photo of a bird of paradise flower.,bird_of_paradise,1,33
41,n0042,a photo of a colts foot flower.,colts_foot,1,34
42,n0043,a photo of a globe thistle flower.,globe_thistle,1,35
43,n0044,a photo of a bishop of llandaff flower.,bishop_of_llandaff,1,36
44,n0045,a photo of a columbine flower.,columbine,1,37
45,n0046,a photo of a globe flower.,globe_flower,1,38
46,n0047,a photo of a black eyed susan flower.,black_eyed_susan,1,39
47,n0048,a photo of a common dandelion flower.,common_dandelion,1,40
48,n0049,a photo of a grape hyacinth flower.,grape_hyacinth,1,41
49,n0050,a photo of a blackberry lily flower.,blackberry_lily,1,42
50,n0051,a photo of a corn poppy flower.,corn_poppy,1,43
51,n0052,a photo of a great masterwort flower.,great_masterwort,1,44
52,n0053,a photo of a blanket flower flower.,blanket_flower,1,45
53,n0054,a photo of a cyclamen flower.,cyclamen,1,46
54,n0055,a photo of a hard leaved pocket orchid flower.,hard_leaved_pocket_orchid,1,47
55,n0056,a photo of a bolero deep blue flower.,bolero_deep_blue,1,48
56,n0057,a photo of a daffodil flower.,daffodil,1,49
57,n0058,a photo of a hibiscus flower.,hibiscus,1,50
58,n0059,a photo of a bougainvillea flower.,bougainvillea,1,51
59,n0060,a photo of a desert rose flower.,desert_rose,1,52
60,n0061,a photo of a hippeastrum flower.,hippeastrum,1,53
61,n0062,a photo of a bromelia flower.,bromelia,1,54
62,n0063,a photo of a english marigold flower.,english_marigold,1,55
63,n0064,a photo of a japanese anemone flower.,japanese_anemone,1,56
64,n0065,a photo of a king protea flower.,king_protea,1,57
65,n0066,a photo of a peruvian lily flower.,peruvian_lily,1,58
66,n0067,a photo of a stemless gentian flower.,stemless_gentian,1,59
67,n0068,a photo of a lenten rose flower.,lenten_rose,1,60
68,n0069,a photo of a petunia flower.,petunia,1,61
69,n0070,a photo of a sunflower flower.,sunflower,1,62
70,n0071,a photo of a lotus flower.,lotus,1,63
71,n0072,a photo of a pincushion flower flower.,pincushion_flower,1,64
72,n0073,a photo of a sweet pea flower.,sweet_pea,1,65
73,n0074,a photo of a love in the mist flower.,love_in_the_mist,1,66
74,n0075,a photo of a sweet william flower.,sweet_william,1,67
75,n0076,a photo of a magnolia flower.,magnolia,1,68
76,n0077,a photo of a sword lily flower.,sword_lily,1,69
77,n0078,a photo of a mallow flower.,mallow,1,70
78,n0079,a photo of a poinsettia flower.,poinsettia,1,71
79,n0080,a photo of a thorn apple flower.,thorn_apple,1,72
80,n0081,a photo of a marigold flower.,marigold,1,73
81,n0082,a photo of a primula flower.,primula,1,74
82,n0083,a photo of a tiger lily flower.,tiger_lily,1,75
83,n0084,a photo of a mexican aster flower.,mexican_aster,1,76
84,n0085,a photo of a prince of wales feathers flower.,prince_of_wales_feathers,1,77
85,n0086,a photo of a toad lily flower.,toad_lily,1,78
86,n0087,a photo of a mexican petunia flower.,mexican_petunia,1,79
87,n0088,a photo of a tree mallow flower.,tree_mallow,1,80
88,n0089,a photo of a monkshood flower.,monkshood,1,81
89,n0090,a photo of a tree poppy flower.,tree_poppy,1,82
90,n0091,a photo of a moon orchid flower.,moon_orchid,1,83
91,n0092,a photo of a rose flower.,rose,1,84
92,n0093,a photo of a trumpet creeper flower.,trumpet_creeper,1,85
93,n0094,a photo of a morning glory flower.,morning_glory,1,86
94,n0095,a photo of a ruby lipped cattleya flower.,ruby_lipped_cattleya,1,87
95,n0096,a photo of a wallflower flower.,wallflower,1,88
96,n0097,a photo of a siam tulip flower.,siam_tulip,1,89
97,n0098,a photo of a water lily flower.,water_lily,1,90
98,n0099,a photo of a osteospermum flower.,osteospermum,1,91
99,n0100,a photo of a silverbush flower.,silverbush,1,92
100,n0101,a photo of a watercress flower.,watercress,1,93
101,n0102,a photo of a oxeye daisy flower.,oxeye_daisy,1,94
102,n0103,a photo of a snapdragon flower.,snapdragon,1,95
103,n0104,a photo of a wild pansy flower.,wild_pansy,1,96
104,n0105,a photo of a passion flower flower.,passion_flower,1,97
105,n0106,a photo of a spear thistle flower.,spear_thistle,1,98
106,n0107,a photo of a windflower flower.,windflower,1,99
107,n0108,a photo of a pelargonium flower.,pelargonium,1,100
108,n0109,a photo of a spring crocus flower.,spring_crocus,1,101
